pair_hxy_threshold,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.4,6,0.05,-0.10468150706402825,1.3489923537243118,1.074734,-1.2319,-1.5462,71.95,-0.3469,0.7577,341.0084890815703,450.0866194422877,170
0.4,6,0.06,-0.08677257730246497,1.4064696242535661,1.082407,-0.9794,-1.2726,67.02,-0.3229,0.7902,340.6438179824399,431.0608435316084,171
0.4,6,0.07,-0.06300713607265651,1.3378084804636405,0.977088,-0.7476,-1.0237,61.52,-0.2696,0.8402,345.2209626449126,410.8743984326207,172
0.4,6,0.08,-0.07332023985094639,1.375365552519675,1.021773,-0.8463,-1.1391,64.36,-0.2927,0.819,345.61176860458687,422.01145852927294,173
0.4,6,0.09,-0.0689418553475957,1.3911195237851675,1.047248,-0.7867,-1.045,59.45,-0.3026,0.8189,324.80984496052514,396.6472582327198,174
0.4,6,0.1,-0.06384584487844709,1.4222474915400276,1.084188,-0.7126,-0.9348,60.76,-0.2802,0.8283,320.9871351002475,387.51450546358933,175
0.4,6,0.11,-0.03987478962833942,1.4439557728698003,1.079495,-0.4384,-0.5864,49.79,-0.2394,0.8841,316.9630796507579,358.51261044348746,176
0.4,6,0.12,-0.06684856345500184,1.5901032434928326,1.260099,-0.6674,-0.8421,62.75,-0.2904,0.816,308.85273427260023,378.50893739271214,177
0.4,6,0.13,-0.07274544243889196,1.518835760996473,1.225499,-0.7603,-0.9423,64.55,-0.2975,0.783,273.49748046122306,349.29823148254854,178
0.4,6,0.14,-0.05967817120280196,1.495565042039478,1.201973,-0.6334,-0.7882,60.71,-0.2705,0.8055,257.4932263103783,319.6778807036979,179
0.4,6,0.15,-0.06515139885515014,1.5222895939896923,1.205269,-0.6794,-0.8581,63.8,-0.2765,0.7806,241.53028263270656,309.418040239773,180
0.4,7,0.01,-0.15181784791287753,1.2551996981779718,1.080365,-1.92,-2.2308,81.52,-0.4076,0.6302,269.587834473772,427.7820319989903,181
0.4,7,0.02,-0.11575654436344353,1.0328860080638504,0.814724,-1.7791,-2.2555,72.67,-0.3621,0.6952,275.0769107640365,395.69522999074456,182
0.4,7,0.03,-0.13143754451687512,1.1180728114887029,0.896918,-1.8662,-2.3263,77.19,-0.3802,0.6754,284.977399457418,421.9353208440019,183
0.4,7,0.04,-0.12442845864226104,1.235677741643081,1.010261,-1.5985,-1.9552,76.11,-0.3724,0.7032,307.1315381650592,436.7859920702952,184
0.4,7,0.05,-0.12293496454650074,1.3019167370300238,1.069392,-1.499,-1.8249,76.02,-0.3714,0.7176,325.55561290368536,453.6538459611391,185
0.4,7,0.06,-0.11674863680631424,1.3257603535237612,1.08607,-1.3979,-1.7065,73.89,-0.3676,0.7306,329.961367578451,451.6134471306305,186
0.4,7,0.07,-0.12336107013147556,1.4364898778008561,1.132953,-1.3633,-1.7285,76.13,-0.3761,0.726,340.5939702221003,469.13620529909787,187
0.4,7,0.08,-0.09398315411852631,1.4146713889611253,1.07623,-1.0546,-1.3863,67.98,-0.3393,0.7811,349.38758026819335,447.31802685969785,188
0.4,7,0.09,-0.09281777905545505,1.4272001582445866,1.109538,-1.0324,-1.328,68.94,-0.332,0.776,335.1070185217627,431.8231442975469,189
0.4,7,0.1,-0.10789378552279066,1.4989795370016097,1.194442,-1.1426,-1.4339,73.42,-0.3537,0.7513,339.5495456973619,451.9748702121097,190
0.4,7,0.11,-0.10290614608435567,1.498545742761234,1.19492,-1.0901,-1.3671,73.66,-0.3399,0.7418,308.06106903997204,415.28927325987064,191
0.4,7,0.12,-0.07595904381274883,1.506051805617849,1.198996,-0.8006,-1.0057,65.37,-0.3028,0.788,294.12939113792726,373.27871479081153,192
0.4,7,0.13,-0.05448016893061741,1.483756789163246,1.161389,-0.5829,-0.7447,56.88,-0.2682,0.8345,286.3081730317601,343.07650905746334,193
0.4,7,0.14,-0.032949853458238414,1.438127721095213,1.116484,-0.3637,-0.4685,47.77,-0.2172,0.8866,268.45601718834985,302.7897644918342,194
0.4,7,0.15,-0.0378982758632798,1.5749066771535574,1.214171,-0.382,-0.4955,52.98,-0.2257,0.8727,270.7505601218047,310.2405635713423,195
0.4,8,0.01,-0.1261482112243978,1.2597100199571876,1.036275,-1.5897,-1.9324,76.61,-0.3754,0.691,293.9830368518724,425.429472947695,196
0.4,8,0.02,-0.11055827091012976,1.3345603068429504,1.069665,-1.3151,-1.6408,73.23,-0.3561,0.7344,318.47414858372025,433.6758668720755,197
0.4,8,0.03,-0.12561079731903307,1.3387132378471642,1.083614,-1.4895,-1.8401,76.94,-0.3749,0.7059,314.22857511832075,445.1150259247532,198
0.4,8,0.04,-0.13597458992749634,1.3418145519284557,1.111784,-1.6087,-1.9415,79.28,-0.3871,0.6859,309.3359763944671,451.0214990989182,199
0.4,8,0.05,-0.15235351455099252,1.405705905248238,1.205653,-1.7205,-2.006,82.64,-0.4073,0.6594,307.3562389219391,466.10860108407326,200
0.4,8,0.06,-0.1389029803134772,1.3103176809941024,1.061448,-1.6828,-2.0774,79.47,-0.3911,0.6931,326.88818136858816,471.6250868552314,201
0.4,8,0.07,-0.1401203924344952,1.404857631726279,1.144634,-1.5833,-1.9433,80.1,-0.3935,0.6929,329.40186285301525,475.4073117697593,202
0.4,8,0.08,-0.10313229470370637,1.3391457748957212,1.048183,-1.2226,-1.5619,70.46,-0.3496,0.7529,327.52188437106133,434.9857354523234,203
0.4,8,0.09,-0.08768713162359026,1.3953520461235591,1.079181,-0.9976,-1.2899,66.62,-0.3271,0.7908,345.29622898953653,436.6662201413176,204
0.4,8,0.1,-0.08378578417289402,1.3509412724301422,1.055724,-0.9845,-1.2599,64.53,-0.3239,0.7882,324.87449242603145,412.179279534187,205
0.4,8,0.11,-0.09689933118725742,1.4723019399282402,1.158937,-1.0448,-1.3273,71.42,-0.3333,0.7572,314.87850824599633,415.8476113431187,206
0.4,8,0.12,-0.10746006748889698,1.5031541159637312,1.202844,-1.1349,-1.4182,75.49,-0.3432,0.7259,296.54573660089295,408.51912692432364,207
0.4,8,0.13,-0.11401961684915371,1.5869157655359998,1.246386,-1.1406,-1.4522,78.76,-0.3473,0.7095,290.2195918107053,409.0280325675233,208
0.4,8,0.14,-0.10342292156834232,1.594549460176096,1.25906,-1.0296,-1.304,75.57,-0.3363,0.7208,278.26583538122236,386.03251965543507,209
0.4,8,0.15,-0.07765613370671524,1.536671004656451,1.185959,-0.8022,-1.0395,67.84,-0.298,0.7683,268.3638810836306,349.28157240602786,210
0.4,9,0.01,-0.14766953511447,1.2618403918770105,1.078896,-1.8577,-2.1728,81.32,-0.4001,0.6443,278.6869388254586,432.5585944147363,211
0.4,9,0.02,-0.162234652745777,1.3057521411431061,1.11782,-1.9723,-2.3039,84.18,-0.4165,0.6294,287.11985778773214,456.1683659488317,212
0.4,9,0.03,-0.1366460663317439,1.1659967144088683,0.937028,-1.8604,-2.315,78.89,-0.3848,0.6797,302.19932051604474,444.58452163372186,213
0.4,9,0.04,-0.1312682968412481,1.2070755408369878,0.969449,-1.7263,-2.1495,77.85,-0.3789,0.6926,308.2013576773369,444.98292298591747,214
0.4,9,0.05,-0.14377876070292153,1.2543873425497853,1.013255,-1.8195,-2.2526,80.49,-0.395,0.6763,312.9563509038203,462.7738195562645,215
0.4,9,0.06,-0.15903479830349143,1.325838355727745,1.120376,-1.9042,-2.2533,84.11,-0.4106,0.6479,304.9873463750195,470.7016062072575,216
0.4,9,0.07,-0.12641587798331383,1.2656699708930348,1.042829,-1.5856,-1.9244,77.8,-0.3699,0.6987,305.455801376631,437.181146235244,217
0.4,9,0.08,-0.11605433845203277,1.357661595865601,1.097959,-1.357,-1.6779,74.78,-0.3625,0.7298,326.70157280860127,447.63019347561936,218
0.4,9,0.09,-0.1034624996079209,1.409935571134079,1.122826,-1.1649,-1.4628,72.02,-0.3456,0.7562,334.4421181637796,442.2500427552331,219
0.4,9,0.1,-0.09937864741125516,1.376622748615396,1.090178,-1.146,-1.4471,71.43,-0.3363,0.7565,321.74198869372736,425.29453929625527,220
0.4,9,0.11,-0.09225631047567262,1.379463789866434,1.096156,-1.0617,-1.3361,68.91,-0.3288,0.7698,321.54647016271804,417.6775456783689,221
0.4,9,0.12,-0.07894117371844812,1.4550319530489637,1.153763,-0.8613,-1.0861,66.18,-0.3058,0.7969,322.8202138049584,405.07691681958136,222
0.4,9,0.13,-0.07907507141731052,1.521600218271474,1.184588,-0.825,-1.0597,67.38,-0.3036,0.7934,316.41303404781206,398.8092584646496,223
0.4,9,0.14,-0.07991093853067888,1.5664841089812274,1.21148,-0.8098,-1.0471,68.49,-0.3032,0.7827,299.8902815223227,383.15747947129,224
0.4,9,0.15,-0.09278646554054876,1.5545466971125255,1.223453,-0.9475,-1.2039,71.97,-0.3233,0.7368,270.64334868963635,367.32684578288814,225
0.4,10,0.01,-0.13547067092871548,1.299297380327086,1.105023,-1.6551,-1.9461,79.2,-0.3853,0.6687,284.91246821316867,426.07290732089024,226
0.4,10,0.02,-0.12964949592318464,1.352290120265463,1.144971,-1.522,-1.7975,77.98,-0.3797,0.6941,306.49059156217766,441.5853663141361,227
0.4,10,0.03,-0.12594119980286458,1.3712225548182522,1.153779,-1.458,-1.7328,77.07,-0.3762,0.7066,316.0175211862866,447.2482513808715,228
0.4,10,0.04,-0.10709255803874623,1.416290848798242,1.179045,-1.2003,-1.4419,72.56,-0.3536,0.7514,337.36992054269996,448.96036601907355,229
0.4,10,0.05,-0.08834602958986218,1.4186704389332108,1.152225,-0.9886,-1.2172,67.06,-0.3289,0.7872,340.59192541886546,432.6484882515018,230
0.4,10,0.06,-0.09031678162308071,1.2106843818123754,0.965694,-1.1842,-1.4847,68.8,-0.3174,0.7741,322.4229182449667,416.53300469621684,231
0.4,10,0.07,-0.11215179125354709,1.2759154171110625,1.054815,-1.3954,-1.6878,74.39,-0.3521,0.7285,313.57257743059927,430.43474391679536,232
0.4,10,0.08,-0.10602634631378133,1.3203165910832375,1.089885,-1.2748,-1.5443,74.34,-0.3383,0.7485,328.7421771025341,439.2216299614942,233
0.4,10,0.09,-0.11847720698408601,1.3329878663333954,1.115519,-1.4109,-1.686,76.77,-0.3582,0.7178,314.00513459459967,437.4583842720172,234
0.4,10,0.1,-0.09564365343954066,1.3853303893609394,1.13596,-1.096,-1.3366,70.45,-0.3313,0.7675,329.0321522915607,428.69283917556214,235
0.4,10,0.11,-0.07040123760194156,1.3827092215677492,1.111658,-0.8083,-1.0053,61.32,-0.2983,0.8192,332.3203357542462,405.6784253354692,236
0.4,10,0.12,-0.08347950457990114,1.4294874635522372,1.163462,-0.927,-1.139,67.84,-0.3108,0.7934,334.0983462067697,421.08398997902674,237
0.4,10,0.13,-0.07395283621277646,1.4007341263948874,1.126378,-0.8381,-1.0422,66.1,-0.2886,0.8026,313.3641746280181,390.42302996173106,238
0.4,10,0.14,-0.0678570153734368,1.4742938041214964,1.14592,-0.7307,-0.94,63.75,-0.2828,0.8156,312.6461603184505,383.35317033757167,239
0.4,10,0.15,-0.0571905946879645,1.4650229835350184,1.132934,-0.6197,-0.8013,60.48,-0.2606,0.8396,312.0097323193901,371.602331984249,240
0.45,3,0.01,-0.094407482386749,1.2820740143378793,0.883834,-1.1689,-1.6956,79.37,-0.287,0.7816,352.11501916439266,450.48761581138524,241
0.45,3,0.02,-0.0740229083939072,1.5132929758553737,0.965895,-0.7765,-1.2166,78.95,-0.2445,0.8441,417.5583218582402,494.6901924046916,242
0.45,3,0.03,-0.044398952529908144,1.6039616940052428,0.977698,-0.4394,-0.7209,74.62,-0.1788,0.9091,462.9393414891897,509.20305002535395,243
0.45,3,0.04,-0.04427043024215013,1.8734355679885024,1.168832,-0.3751,-0.6013,78.06,-0.1833,0.9173,511.7263894624243,557.8561777747448,244
0.45,3,0.05,-0.06865364844646261,2.0363497089636167,1.285432,-0.5352,-0.8478,82.37,-0.2429,0.8751,501.0824833469714,572.6195850281854,245
0.45,3,0.06,-0.026616469684047572,2.162550039016777,1.301522,-0.1954,-0.3246,72.03,-0.1602,0.9491,517.0743845028369,544.8087459136143,246
0.45,3,0.07,-0.010089248437969364,2.3324702926942216,1.324886,-0.0687,-0.1209,67.7,-0.1241,0.9782,472.2999213505451,482.8129182229091,247
0.45,3,0.08,0.00919838301112118,2.2987244373036955,1.280262,0.0635,0.1141,61.5,-0.0593,1.0224,438.11371345483064,428.5289983572423,248
0.45,3,0.09,0.0475068020085239,3.5019899777086883,1.293051,0.2153,0.5832,63.3,0.0143,1.1178,469.6294534636146,420.12736577073275,249
0.45,3,0.1,0.0804378497899322,3.5104490464636475,1.269028,0.3637,1.0062,54.11,0.1766,1.2184,467.5039008390494,383.6876613579399,250
0.45,3,0.11,0.17105093885335046,6.154981376146905,1.049157,0.4412,2.5881,55.16,0.389,1.5596,496.71614407188065,318.48106578668956,251
0.45,3,0.12,0.18141295930862292,6.138265888513579,0.998,0.4692,2.8856,50.71,0.4928,1.6833,465.685184899048,276.65288129946293,252
0.45,3,0.13,0.18097232203060398,6.115013753774453,0.909876,0.4698,3.1574,38.92,0.6504,1.8224,417.8594544868037,229.28629493091438,253
0.45,3,0.14,-0.013136808441495482,1.3486838667630034,0.891034,-0.1546,-0.234,38.94,-0.1392,0.9355,198.47153306595675,212.16008746199506,254
0.45,3,0.15,-0.015261964813898304,1.2896721625840692,0.861794,-0.1879,-0.2811,41.85,-0.1372,0.914,168.98357331310666,184.88654064918867,255
0.45,4,0.01,-0.10194067383577894,1.1783931519237294,0.890109,-1.3733,-1.818,73.88,-0.325,0.7533,324.3160613345624,430.53824347144405,256
0.45,4,0.02,-0.10359903175653107,1.2877922133691762,0.952861,-1.2771,-1.7259,76.59,-0.3209,0.769,359.4573651513921,467.40755624169753,257
0.45,4,0.03,-0.09455248675097283,1.5128820048554967,1.005005,-0.9921,-1.4935,80.55,-0.2903,0.8064,410.4055126510452,508.92920384555896,258
0.45,4,0.04,-0.08127932862335978,1.8135194847728673,1.136094,-0.7115,-1.1357,81.31,-0.2664,0.8401,444.95658266631955,529.6496430918605,259
0.45,4,0.05,-0.06826475830230358,1.9887397974918848,1.201415,-0.5449,-0.902,80.94,-0.2426,0.8703,477.48990843044356,548.6217865814439,260
0.45,4,0.06,-0.09472343594335683,2.0887161736725295,1.335424,-0.7199,-1.126,84.21,-0.2996,0.8329,491.99228529104016,590.694105544018,261
0.45,4,0.07,-0.07686890162325911,2.282004034089771,1.384217,-0.5347,-0.8815,82.73,-0.2709,0.8567,478.7707760045325,558.8681714959685,262
0.45,4,0.08,-0.05204078727050455,2.6561547645193238,1.41511,-0.311,-0.5838,80.88,-0.2306,0.8981,477.7449522994038,531.9714526352695,263
0.45,4,0.09,-0.04277966748929184,2.639223143877869,1.398967,-0.2573,-0.4854,79.78,-0.2085,0.9092,446.1203695193127,490.6967830431547,264
0.45,4,0.1,-0.07815063203405191,1.7545841820310308,1.296872,-0.7071,-0.9566,78.47,-0.2679,0.8197,370.3397733118316,451.77273189131364,265
0.45,4,0.11,-0.08703251035956121,1.6624572707216183,1.241586,-0.8311,-1.1128,78.19,-0.2873,0.7782,318.16084571522003,408.84872150988275,266
0.45,4,0.12,-0.05712025874943899,1.6703133977470648,1.170754,-0.5429,-0.7745,73.96,-0.2215,0.8372,306.0616968271832,365.5810064440986,267
0.45,4,0.13,-0.047464628341823425,1.7018810654687102,1.185307,-0.4427,-0.6357,71.98,-0.2007,0.8494,279.0371720972923,328.4953148294723,268
0.45,4,0.14,-0.020239657254752585,1.662837131897596,1.139897,-0.1932,-0.2819,66.37,-0.1238,0.9267,266.5537096690223,287.64343252847436,269
0.45,4,0.15,-0.021819229617879375,1.6314389925959614,1.12486,-0.2123,-0.3079,66.78,-0.1267,0.9097,229.06233461839284,251.79797188022314,270
0.45,5,0.01,-0.07959571301622032,1.058205047311693,0.72794,-1.194,-1.7358,72.12,-0.2677,0.79,311.9581287421329,394.89686170503455,271
0.45,5,0.02,-0.06512569012228855,1.1002731107011003,0.75392,-0.9396,-1.3713,67.48,-0.2431,0.8291,329.13600308338096,396.9969721908056,272
0.45,5,0.03,-0.038505910554953664,1.1823490767265439,0.792197,-0.517,-0.7716,64.02,-0.1689,0.9012,365.95224989786146,406.0754086961232,273
0.45,5,0.04,-0.06765693444181502,1.4694054938867067,1.027191,-0.7309,-1.0456,75.1,-0.2385,0.8468,389.7764104226798,460.27493611105115,274
0.45,5,0.05,-0.07506217264933743,1.5105238424889322,1.070915,-0.7888,-1.1127,78.35,-0.2496,0.8365,400.03034127290107,478.24512517351064,275
0.45,5,0.06,-0.03741844698482117,1.7017658871322217,1.076592,-0.349,-0.5517,74.72,-0.1621,0.9183,438.1436849208093,477.1337066789929,276
0.45,5,0.07,-0.06475012092378225,1.7306802197785935,1.141098,-0.5939,-0.9008,75.87,-0.2382,0.8654,433.91480305897153,501.3844290615527,277
0.45,5,0.08,-0.025448129733735215,1.720999077588397,1.081434,-0.2347,-0.3736,64.34,-0.1474,0.9435,442.62343731743846,469.14038849999054,278
0.45,5,0.09,-0.0034150829425045773,1.948669583705535,1.150944,-0.0278,-0.0471,59.8,-0.0867,0.9924,463.2872878690083,466.8458042950981,279
0.45,5,0.1,-0.024025009043204367,1.975474083506831,1.201925,-0.1931,-0.3173,66.77,-0.1514,0.9472,449.15981516899654,474.19387459201545,280
0.45,5,0.11,-0.02160853418924666,2.2153160692341456,1.250169,-0.1548,-0.2744,70.29,-0.1484,0.951,437.02682131485335,459.5429139400483,281
0.45,5,0.12,-0.015082550968278924,2.2486023343438744,1.292449,-0.1065,-0.1853,71.35,-0.1279,0.9657,442.1390482020251,457.8550663109717,282
0.45,5,0.13,-0.0430480082706143,2.183558310972078,1.279095,-0.313,-0.5343,73.99,-0.203,0.8933,375.52151069363583,420.3775353116159,283
0.45,5,0.14,-0.03807544412900145,2.1480342742331238,1.245297,-0.2814,-0.4854,72.21,-0.1909,0.8968,344.728454790001,384.4030675724206,284
0.45,5,0.15,-0.031620657453109303,2.0565108325468007,1.13911,-0.2441,-0.4407,75.62,-0.1577,0.9014,301.3358586930545,334.28458375919433,285
0.45,6,0.01,-0.07509996125642564,1.087654787376975,0.751164,-1.0961,-1.5871,71.22,-0.2592,0.8007,314.4001712367952,392.6543308659907,286
0.45,6,0.02,-0.09186267539110438,1.175341860756739,0.817972,-1.2407,-1.7828,75.3,-0.2925,0.7767,332.89905791502713,428.6199656725579,287
0.45,6,0.03,-0.08842952812953868,1.2451483810826451,0.866724,-1.1274,-1.6196,77.28,-0.2784,0.7929,352.69112926479005,444.8346975757692,288
0.45,6,0.04,-0.09982064361504644,1.3638426386242546,1.006353,-1.1619,-1.5746,75.74,-0.3174,0.7845,378.56346363443333,482.57657428131165,289
0.45,6,0.05,-0.10422921417413222,1.4890329565410045,1.123219,-1.1112,-1.4731,79.12,-0.3189,0.788,403.6441901222658,512.2510312917116,290
0.45,6,0.06,-0.08434635353304559,1.5439347278705589,1.121931,-0.8672,-1.1934,77.9,-0.2764,0.8215,404.5011672777796,492.3900676592131,291
0.45,6,0.07,-0.06058336464896381,1.5417304410822514,1.053202,-0.6238,-0.9131,71.91,-0.2314,0.8681,415.6414149474676,478.7692809116878,292
0.45,6,0.08,-0.05454634692540032,1.6077248755024216,1.075489,-0.5386,-0.8051,71.61,-0.2174,0.8825,426.7918165335557,483.62911002982275,293
0.45,6,0.09,-0.04963770726833989,1.5979407941837582,1.117072,-0.4931,-0.7054,69.1,-0.21,0.8883,411.1356202125491,462.85811118615925,294
0.45,6,0.1,-0.039920518213372176,1.7793433995979036,1.161142,-0.3562,-0.5458,69.91,-0.1855,0.9116,429.22435084435904,470.82153082269275,295
0.45,6,0.11,-0.03310805142330964,1.7992565767387378,1.181173,-0.2921,-0.445,68.01,-0.1697,0.925,425.706136149017,460.20472573210577,296
0.45,6,0.12,-0.0263649047424979,2.1768578570651003,1.269236,-0.1923,-0.3297,71.53,-0.1585,0.9408,436.59278810448524,464.065018846168,297
0.45,6,0.13,-0.04603205395077249,2.1498207451947366,1.287894,-0.3399,-0.5674,72.14,-0.2151,0.8922,397.0592135786646,445.0246137953695,298
0.45,6,0.14,-0.0392775230528866,2.1438062312654766,1.283194,-0.2908,-0.4859,69.33,-0.2025,0.9014,374.1564328047527,415.0836118258605,299
0.45,6,0.15,-0.03968634713430917,2.138210883416183,1.260096,-0.2946,-0.5,71.06,-0.1983,0.8939,348.50347669415953,389.85665040810966,300
0.45,7,0.01,-0.1328635224282917,1.04636071616672,0.803274,-2.0157,-2.6257,79.71,-0.3694,0.6749,287.35871422609125,425.8025045963712,301
0.45,7,0.02,-0.1287809276131884,1.1348230702966555,0.864742,-1.8015,-2.3641,79.43,-0.3637,0.703,317.70086233127444,451.8905889042168,302
0.45,7,0.03,-0.14185736147981803,1.1865500264747035,0.915097,-1.8979,-2.4608,82.65,-0.3787,0.6882,326.287060290733,474.10243095270346,303
0.45,7,0.04,-0.1342606846958429,1.292305891310145,1.001396,-1.6492,-2.1284,81.74,-0.3695,0.7191,358.1465814617666,498.0462149148349,304
0.45,7,0.05,-0.14357851351232553,1.4110817967620233,1.129281,-1.6152,-2.0183,83.78,-0.3833,0.7089,364.3111909775289,513.9200020573721,305
0.45,7,0.06,-0.12234139774652592,1.4838974038435313,1.127578,-1.3088,-1.7224,82.87,-0.3444,0.7495,381.48458485297294,508.96432130485294,306
0.45,7,0.07,-0.1333470752687543,1.5743749439343084,1.185122,-1.3445,-1.7862,83.68,-0.3673,0.7429,401.4322099057539,540.3798623357958,307
0.45,7,0.08,-0.08942107703045861,1.5399469375218788,1.105556,-0.9218,-1.284,76.76,-0.2932,0.817,415.9284895847261,509.10525185046384,308
0.45,7,0.09,-0.08921813399895753,1.588159008380425,1.142807,-0.8918,-1.2393,75.64,-0.299,0.821,426.3472014011725,519.3124970280862,309
0.45,7,0.1,-0.10235282823548661,1.7727328233086297,1.259142,-0.9166,-1.2904,79.2,-0.3242,0.8059,442.82907863497985,549.4807256563569,310
0.45,7,0.11,-0.11377906380905986,1.7968533432438718,1.294035,-1.0052,-1.3958,83.25,-0.3348,0.7789,417.76169494032945,536.31947942937,311
0.45,7,0.12,-0.09981033550856941,1.8696785219748702,1.310768,-0.8474,-1.2088,79.73,-0.3197,0.791,393.69851077652106,497.70088037645036,312
0.45,7,0.13,-0.08021079595865159,1.8328156890533476,1.267659,-0.6947,-1.0045,76.58,-0.2818,0.8168,372.66267447416965,456.24232386308455,313
0.45,7,0.14,-0.049791823982937376,1.8887123820355063,1.205834,-0.4185,-0.6555,71.54,-0.2156,0.8702,347.69109085463157,399.57417144485237,314
0.45,7,0.15,-0.04128269845138409,2.094603333213112,1.25128,-0.3129,-0.5237,72.02,-0.198,0.889,344.38715769830515,387.4037294846473,315
0.45,8,0.01,-0.153672346282203,1.0499553129940817,0.806793,-2.3234,-3.0237,84.0,-0.3936,0.6372,281.2286255190326,441.3552103450881,316
0.45,8,0.02,-0.1349652550843171,1.152174642383257,0.87543,-1.8595,-2.4474,81.34,-0.3692,0.6872,308.9778442990155,449.61164009687377,317
0.45,8,0.03,-0.1524505476898482,1.2204380413737166,0.954449,-1.983,-2.5356,84.34,-0.3935,0.6746,329.28527023105005,488.138740923872,318
0.45,8,0.04,-0.1753266719883168,1.2843388643514813,1.017285,-2.167,-2.7359,87.85,-0.4219,0.6471,335.05978518318545,517.7501773950116,319
0.45,8,0.05,-0.1930106743522055,1.4220488756375966,1.131793,-2.1546,-2.7072,90.37,-0.4437,0.6304,343.0519668630756,544.1690895380738,320
0.45,8,0.06,-0.16999007345385478,1.5964473042707692,1.262947,-1.6903,-2.1367,88.02,-0.4198,0.6865,387.80133445519186,564.9309909941085,321
0.45,8,0.07,-0.16977424492054477,1.690423048668509,1.326613,-1.5943,-2.0316,88.36,-0.4205,0.6976,408.078766951075,584.9835301582826,322
0.45,8,0.08,-0.1372418678212109,1.5761504328205,1.139708,-1.3823,-1.9116,83.76,-0.3748,0.7335,393.6259469066826,536.6319731763843,323
0.45,8,0.09,-0.11051186985002268,1.6210061567724015,1.153621,-1.0822,-1.5207,78.9,-0.3389,0.7804,409.1967088280751,524.3500772117989,324
0.45,8,0.1,-0.1062846519830069,1.6664403602174866,1.174582,-1.0125,-1.4364,79.25,-0.329,0.7837,401.32883522956223,512.0774425958554,325
0.45,8,0.11,-0.1271639029542828,1.7292006790450867,1.260548,-1.1674,-1.6014,83.16,-0.3615,0.748,393.29813664949194,525.8029235278545,326
0.45,8,0.12,-0.11768514581908304,1.801336177652324,1.27132,-1.0371,-1.4695,82.35,-0.3468,0.7547,377.35393537108337,499.98185731456795,327
0.45,8,0.13,-0.15190934667239878,1.9220584315211464,1.422474,-1.2546,-1.6953,87.95,-0.3964,0.7027,374.0729632726067,532.3625025052463,328
0.45,8,0.14,-0.11487468308432675,2.0442287885454475,1.41269,-0.8921,-1.2909,83.32,-0.3458,0.7557,370.2023167813869,489.90173655525535,329
0.45,8,0.15,-0.07932727776710852,1.9586739873836216,1.2901,-0.6429,-0.9761,78.67,-0.2768,0.8116,356.05113258968424,438.7101560230112,330
0.45,9,0.01,-0.1221495462098816,1.1436211545292438,0.850835,-1.6955,-2.279,78.56,-0.3527,0.7079,308.39193431642695,435.67176146712364,331
0.45,9,0.02,-0.12381415698788206,1.1817003258654755,0.885205,-1.6633,-2.2204,79.13,-0.355,0.7142,322.33541903981677,451.34977062118986,332
0.45,9,0.03,-0.11645457055456018,1.137253115547886,0.847408,-1.6255,-2.1815,77.39,-0.3443,0.7353,336.9964655089095,458.3421280267613,333
0.45,9,0.04,-0.1147091195842053,1.2361077331523178,0.937134,-1.4731,-1.9431,76.77,-0.3458,0.7534,365.16222723118375,484.6891298379257,334
0.45,9,0.05,-0.1232278445332516,1.2679106246461438,0.96719,-1.5428,-2.0225,79.12,-0.3561,0.7393,364.1411332133589,492.5445472170071,335
0.45,9,0.06,-0.14517615451202998,1.4021883931565866,1.11206,-1.6436,-2.0724,83.49,-0.3877,0.7104,371.04457481211386,522.318127813649,336
0.45,9,0.07,-0.14943771745323495,1.4554575566120609,1.133684,-1.6299,-2.0925,85.24,-0.3896,0.7086,378.7361971010984,534.4502986873692,337
0.45,9,0.08,-0.11862088905455813,1.5574467281258684,1.201086,-1.2091,-1.5678,81.58,-0.3443,0.7714,417.18987222346726,540.7928386183169,338
0.45,9,0.09,-0.1228444641344129,1.6001203455376236,1.238204,-1.2187,-1.5749,81.43,-0.3558,0.7668,420.854796454843,548.8587280829012,339
0.45,9,0.1,-0.10636488957734785,1.5630168146159251,1.167708,-1.0803,-1.446,76.65,-0.3371,0.7851,405.00662809485544,515.8388430344519,340
0.45,9,0.11,-0.108666062207468,1.6737015093563945,1.263515,-1.0307,-1.3653,77.9,-0.3415,0.7892,423.83301253651933,537.063049356701,341
0.45,9,0.12,-0.08731025167906746,1.6890473653094036,1.266074,-0.8206,-1.0947,72.48,-0.3117,0.8216,419.07974331447065,510.0570255640589,342
0.45,9,0.13,-0.11172538435417767,1.8087130100488236,1.336099,-0.9806,-1.3274,79.56,-0.3466,0.7791,410.60075498449356,527.0186054815467,343
0.45,9,0.14,-0.1172353121316596,1.8753036516070736,1.39914,-0.9924,-1.3301,81.46,-0.3534,0.7598,386.3166299761596,508.4758252173489,344
0.45,9,0.15,-0.13422989710974365,1.9014469469499533,1.444243,-1.1206,-1.4754,84.46,-0.3774,0.7257,369.98151068827804,509.8490634766309,345
0.45,10,0.01,-0.13089483067201468,1.0268615510569452,0.799867,-2.0235,-2.5978,79.42,-0.3659,0.678,287.2092795381235,423.6016930983627,346
