"Date","Price","Open","High","Low","Vol.","Change %"
"06/27/2023","9.4270","9.1830","9.4410","9.1650","925.97K","2.63%"
"06/26/2023","9.1850","9.4560","9.5070","9.1000","1.00M","-2.81%"
"06/25/2023","9.4510","9.3920","9.7410","9.3580","1.00M","0.70%"
"06/24/2023","9.3850","9.3100","9.4830","9.1110","923.04K","0.77%"
"06/23/2023","9.3130","9.0110","9.4270","8.9950","1.04M","3.45%"
"06/22/2023","9.0020","9.0410","9.4130","9.0020","1.39M","-0.44%"
"06/21/2023","9.0420","8.7710","9.1240","8.7490","1.68M","3.07%"
"06/20/2023","8.7730","8.6020","8.7900","8.2720","1.35M","2.02%"
"06/19/2023","8.5990","8.5560","8.6350","8.3610","879.13K","0.36%"
"06/18/2023","8.5680","8.9080","8.9340","8.5310","897.51K","-3.73%"
"06/17/2023","8.9000","8.7680","8.9790","8.6900","645.50K","1.55%"
"06/16/2023","8.7640","8.6610","8.9390","8.5640","978.60K","1.14%"
"06/15/2023","8.6650","8.5010","8.7670","8.4200","1.52M","1.97%"
"06/14/2023","8.4980","8.6440","8.8430","8.4020","1.20M","-1.75%"
"06/13/2023","8.6490","8.7470","8.9230","8.5420","1.11M","-1.02%"
"06/12/2023","8.7380","8.4460","8.8330","8.2890","1.41M","3.48%"
"06/11/2023","8.4440","8.2400","8.5060","8.1190","1.25M","2.51%"
"06/10/2023","8.2370","9.1680","9.1730","7.3500","4.23M","-10.21%"
"06/09/2023","9.1740","9.4380","9.4720","9.1480","1.22M","-2.76%"
"06/08/2023","9.4340","9.4200","9.6130","9.3380","912.61K","0.00%"
"06/07/2023","9.4340","10.1480","10.1610","9.3610","1.24M","-7.03%"
"06/06/2023","10.1470","10.0030","10.2800","9.8150","1.07M","1.34%"
"06/05/2023","10.0130","10.7430","10.8140","9.9010","1.97M","-6.86%"
"06/04/2023","10.7500","10.7020","10.8480","10.6570","575.23K","0.50%"
"06/03/2023","10.6970","10.6560","10.7660","10.5500","474.70K","0.42%"
"06/02/2023","10.6520","10.3220","10.6690","10.2670","799.60K","3.12%"
"06/01/2023","10.3300","10.4590","10.4900","10.2250","1.08M","-1.23%"
"05/31/2023","10.4590","10.8270","10.8810","10.4260","959.55K","-3.49%"
"05/30/2023","10.8370","10.7580","10.8990","10.7260","678.31K","0.80%"
"05/29/2023","10.7510","10.9450","10.9640","10.7040","732.41K","-1.67%"
"05/28/2023","10.9340","10.5500","10.9530","10.5130","993.45K","3.67%"
"05/27/2023","10.5470","10.5270","10.5980","10.4780","537.07K","0.16%"
"05/26/2023","10.5300","10.4740","10.6050","10.4200","739.14K","0.49%"
"05/25/2023","10.4790","10.4160","10.5500","10.2640","935.67K","0.63%"
"05/24/2023","10.4130","10.5310","10.5310","10.2160","1.04M","-1.11%"
"05/23/2023","10.5300","10.4890","10.6210","10.4470","832.08K","0.41%"
"05/22/2023","10.4870","10.4640","10.5770","10.3290","612.75K","0.12%"
"05/21/2023","10.4740","10.6100","10.6170","10.4070","594.16K","-1.30%"
"05/20/2023","10.6120","10.6130","10.6390","10.5220","580.52K","-0.01%"
"05/19/2023","10.6130","10.7270","10.7440","10.4740","1.41M","-1.13%"
"05/18/2023","10.7340","10.9370","10.9990","10.5030","1.58M","-1.82%"
"05/17/2023","10.9330","10.8910","11.0760","10.7260","1.15M","0.41%"
"05/16/2023","10.8880","10.7970","10.9130","10.7100","1.08M","0.81%"
"05/15/2023","10.8000","10.9100","11.0950","10.7430","1.25M","-1.08%"
"05/14/2023","10.9180","10.8830","11.1020","10.8150","1.70M","0.34%"
"05/13/2023","10.8810","11.1660","11.1660","10.8230","1.45M","-2.43%"
"05/12/2023","11.1520","11.0280","11.2760","10.7920","2.73M","1.10%"
"05/11/2023","11.0310","11.0040","11.0750","10.5290","2.37M","0.42%"
"05/10/2023","10.9850","10.3790","11.1210","10.2180","3.11M","5.84%"
"05/09/2023","10.3790","10.5880","10.7120","10.2760","1.91M","-2.02%"
"05/08/2023","10.5930","10.9620","11.1440","10.4660","2.93M","-3.47%"
"05/07/2023","10.9740","10.8390","11.0790","10.7760","811.36K","1.23%"
"05/06/2023","10.8410","11.2190","11.2870","10.7680","992.89K","-3.33%"
"05/05/2023","11.2140","10.9780","11.3060","10.9600","1.17M","2.13%"
"05/04/2023","10.9800","11.1020","11.1400","10.8920","942.52K","-1.08%"
"05/03/2023","11.1000","11.0370","11.1580","10.7490","1.44M","0.63%"
"05/02/2023","11.0300","10.9870","11.1040","10.9060","974.20K","0.25%"
"05/01/2023","11.0030","11.5120","11.5680","10.8370","1.90M","-4.47%"
"04/30/2023","11.5180","11.7100","11.9490","11.4620","1.33M","-1.62%"
"04/29/2023","11.7080","11.7140","11.8050","11.5540","928.63K","-0.01%"
"04/28/2023","11.7090","11.5350","11.7660","11.3090","1.65M","1.65%"
"04/27/2023","11.5190","10.9400","11.7720","10.8800","2.97M","5.32%"
"04/26/2023","10.9370","11.0500","11.3870","10.2690","2.97M","-0.99%"
"04/25/2023","11.0460","10.8950","11.0900","10.6610","1.27M","1.47%"
"04/24/2023","10.8860","10.8160","10.9810","10.6510","1.39M","0.63%"
"04/23/2023","10.8180","11.0290","11.0450","10.5900","1.17M","-1.97%"
"04/22/2023","11.0350","10.8060","11.0520","10.7020","1.43M","2.11%"
"04/21/2023","10.8070","11.3870","11.4840","10.6590","2.90M","-5.14%"
"04/20/2023","11.3930","11.6970","12.1200","11.3000","2.76M","-2.62%"
"04/19/2023","11.6990","12.5550","12.5820","11.5320","3.44M","-6.79%"
"04/18/2023","12.5510","12.3460","12.7690","12.1560","1.89M","1.59%"
"04/17/2023","12.3540","12.6620","12.9370","12.3140","2.19M","-2.44%"
"04/16/2023","12.6630","12.3780","12.8990","12.3780","2.65M","2.36%"
"04/15/2023","12.3710","12.2560","12.4760","12.0610","1.84M","0.95%"
"04/14/2023","12.2540","11.8090","12.4560","11.7940","3.93M","3.79%"
"04/13/2023","11.8070","11.3190","11.9930","11.2410","2.35M","4.39%"
"04/12/2023","11.3100","11.2690","11.3450","10.9580","1.85M","0.38%"
"04/11/2023","11.2670","11.1930","11.3990","11.1160","1.72M","0.78%"
"04/10/2023","11.1800","11.0320","11.2270","10.9120","1.40M","1.38%"
"04/09/2023","11.0280","10.9520","11.0880","10.8660","936.34K","0.63%"
"04/08/2023","10.9590","11.0440","11.1940","10.8750","1.10M","-0.76%"
"04/07/2023","11.0430","11.3290","11.3560","10.9220","2.00M","-2.48%"
"04/06/2023","11.3240","11.5400","11.6180","11.2450","2.09M","-1.74%"
"04/05/2023","11.5240","11.2780","11.5900","11.1370","2.31M","2.12%"
"04/04/2023","11.2850","11.1600","11.4230","11.0340","2.29M","1.23%"
"04/03/2023","11.1480","11.1230","11.2600","10.7280","2.44M","0.25%"
"04/02/2023","11.1200","11.3730","11.5830","10.9880","1.76M","-2.30%"
"04/01/2023","11.3820","11.1930","11.4960","11.0550","1.77M","1.73%"
"03/31/2023","11.1880","11.1580","11.3880","11.0050","2.12M","0.37%"
"03/30/2023","11.1470","11.4300","11.5540","10.9410","2.55M","-2.55%"
"03/29/2023","11.4390","11.2300","11.5490","11.1090","4.20M","2.02%"
"03/28/2023","11.2120","10.8360","11.4120","10.6850","2.08M","3.43%"
"03/27/2023","10.8400","11.3250","11.3540","10.6190","1.74M","-4.26%"
"03/26/2023","11.3220","11.0870","11.4610","11.0320","904.25K","2.06%"
"03/25/2023","11.0930","11.1790","11.3280","10.9220","1.25M","-0.78%"
"03/24/2023","11.1800","11.6820","11.7210","10.9890","1.54M","-4.27%"
"03/23/2023","11.6790","11.3270","11.9350","11.2320","1.93M","3.22%"
"03/22/2023","11.3150","11.9160","11.9870","10.9260","3.01M","-5.07%"
"03/21/2023","11.9190","11.5480","12.1600","11.2650","2.41M","3.33%"
"03/20/2023","11.5350","12.3060","12.4370","11.4820","2.68M","-6.14%"
"03/19/2023","12.2890","12.2230","13.0300","12.0550","2.68M","0.55%"
"03/18/2023","12.2220","13.1600","13.4160","12.1620","3.65M","-7.17%"
"03/17/2023","13.1660","12.8140","13.2440","12.6210","2.50M","2.76%"
"03/16/2023","12.8130","12.4300","12.9690","12.2900","2.59M","3.32%"
"03/15/2023","12.4010","13.0500","13.3260","11.6260","4.19M","-4.95%"
"03/14/2023","13.0470","11.9860","13.4780","11.8820","4.67M","8.92%"
"03/13/2023","11.9790","11.6960","12.1950","11.2900","2.87M","2.43%"
"03/12/2023","11.6950","11.0190","11.7180","10.8840","2.12M","6.13%"
"03/11/2023","11.0190","11.1550","11.3750","10.5720","2.70M","-1.14%"
"03/10/2023","11.1460","11.0360","11.3720","10.3180","4.16M","1.20%"
"03/09/2023","11.0140","10.9720","11.0480","10.5120","3.54M","0.51%"
"03/08/2023","10.9580","11.7540","11.8190","10.8770","1.34M","-6.72%"
"03/07/2023","11.7470","11.9780","12.0830","11.4490","1.12M","-1.93%"
"03/06/2023","11.9780","12.0100","12.2160","11.8410","701.81K","-0.36%"
"03/05/2023","12.0210","11.8420","12.2570","11.8350","987.67K","1.51%"
"03/04/2023","11.8420","12.0160","12.0830","11.6120","552.21K","-1.42%"
"03/03/2023","12.0130","12.4610","12.4710","11.5880","1.42M","-3.63%"
"03/02/2023","12.4660","12.7790","12.8630","12.1610","1.11M","-2.50%"
"03/01/2023","12.7860","12.2760","12.9400","12.2260","1.45M","4.21%"
"02/28/2023","12.2690","12.7850","12.8000","12.1240","1.24M","-4.04%"
"02/27/2023","12.7860","12.9710","13.0980","12.5900","1.14M","-1.35%"
"02/26/2023","12.9610","12.8320","13.0930","12.7730","991.14K","0.91%"
"02/25/2023","12.8440","13.0700","13.2070","12.4690","1.50M","-1.80%"
"02/24/2023","13.0800","13.7470","13.8440","12.8810","1.70M","-4.76%"
"02/23/2023","13.7340","13.5910","13.9380","13.4650","1.25M","1.04%"
"02/22/2023","13.5920","13.8590","14.0090","13.2280","1.72M","-1.96%"
"02/21/2023","13.8640","14.4380","14.6090","13.6340","1.98M","-3.90%"
"02/20/2023","14.4260","14.1390","14.5940","13.8240","1.84M","1.93%"
"02/19/2023","14.1530","14.2810","14.7770","14.0160","2.75M","-0.94%"
"02/18/2023","14.2870","14.1600","14.4680","13.9300","1.57M","0.76%"
"02/17/2023","14.1790","13.4210","14.3300","13.3620","1.86M","5.63%"
"02/16/2023","13.4230","14.2660","14.3910","13.3930","2.69M","-6.09%"
"02/15/2023","14.2940","13.3930","14.2940","13.2280","1.89M","6.65%"
"02/14/2023","13.4030","13.1310","13.5700","12.8940","2.02M","2.18%"
"02/13/2023","13.1170","13.5360","13.5360","12.6820","2.01M","-3.12%"
"02/12/2023","13.5400","13.7480","13.9420","13.4030","992.73K","-1.53%"
"02/11/2023","13.7500","13.6920","13.7880","13.4250","948.58K","0.35%"
"02/10/2023","13.7020","13.5010","13.9980","13.4220","1.99M","1.33%"
"02/09/2023","13.5220","15.1610","15.3270","13.2680","3.37M","-10.73%"
"02/08/2023","15.1470","14.9210","15.3670","14.6020","2.81M","1.32%"
"02/07/2023","14.9490","14.1150","15.0500","14.1150","2.54M","5.70%"
"02/06/2023","14.1430","14.7740","14.8910","14.0180","1.70M","-4.02%"
"02/05/2023","14.7350","14.6650","14.7850","14.1170","2.18M","0.45%"
"02/04/2023","14.6690","14.9850","15.0780","14.6250","1.36M","-2.13%"
"02/03/2023","14.9890","14.3920","15.4390","14.3740","2.75M","4.10%"
"02/02/2023","14.3980","14.9140","15.1630","14.2650","3.48M","-3.43%"
"02/01/2023","14.9100","13.3660","14.9200","13.2770","4.94M","11.58%"
"01/31/2023","13.3630","13.0760","13.4780","13.0320","1.51M","2.25%"
"01/30/2023","13.0690","13.8010","13.9790","12.8410","2.19M","-5.38%"
"01/29/2023","13.8120","13.2160","13.9500","13.0200","1.89M","4.45%"
"01/28/2023","13.2240","13.5370","13.8910","13.0450","1.88M","-2.37%"
"01/27/2023","13.5450","13.1050","13.6060","12.7070","2.08M","3.28%"
"01/26/2023","13.1150","13.6000","13.6670","12.8300","2.60M","-3.29%"
"01/25/2023","13.5610","12.4430","13.7310","12.1420","2.73M","8.92%"
"01/24/2023","12.4500","13.0910","13.3760","12.3530","1.48M","-4.68%"
"01/23/2023","13.0610","13.3520","13.5620","12.8700","1.86M","-1.94%"
"01/22/2023","13.3200","13.0890","13.7380","12.8090","2.96M","1.83%"
"01/21/2023","13.0800","13.2110","13.6000","12.8960","2.59M","-0.87%"
"01/20/2023","13.1950","12.0090","13.2580","11.9320","2.24M","9.82%"
"01/19/2023","12.0150","11.5450","12.0830","11.5450","1.18M","4.00%"
"01/18/2023","11.5530","12.1950","12.5260","11.4200","2.43M","-5.01%"
"01/17/2023","12.1620","12.3320","12.6130","12.0680","2.00M","-1.47%"
"01/16/2023","12.3440","12.7730","13.0270","12.0680","2.63M","-3.44%"
"01/15/2023","12.7840","12.8740","13.0460","12.3820","1.95M","-0.79%"
"01/14/2023","12.8860","12.3940","13.3960","12.2330","4.59M","3.84%"
"01/13/2023","12.4090","12.2600","12.5090","11.9200","2.06M","1.08%"
"01/12/2023","12.2770","11.8640","12.3490","11.5810","3.01M","3.47%"
"01/11/2023","11.8650","11.3310","11.8850","11.0570","1.75M","4.72%"
"01/10/2023","11.3300","11.1170","11.3480","10.8620","1.59M","1.96%"
"01/09/2023","11.1120","10.5530","11.4870","10.5310","3.84M","5.39%"
"01/08/2023","10.5440","10.1950","10.5990","9.9950","1.91M","3.45%"
"01/07/2023","10.1920","10.2470","10.3650","10.1400","792.78K","-0.52%"
"01/06/2023","10.2450","10.0830","10.2880","9.9140","1.61M","1.65%"
"01/05/2023","10.0790","10.1940","10.2310","9.9900","1.37M","-1.16%"
"01/04/2023","10.1970","10.1670","10.4230","10.0630","2.50M","0.39%"
"01/03/2023","10.1570","9.8140","10.2620","9.7620","3.03M","3.52%"
"01/02/2023","9.8120","9.4640","10.0060","9.3930","2.42M","3.68%"
"01/01/2023","9.4640","9.3550","9.4770","9.3020","770.00K","1.19%"
"12/31/2022","9.3530","9.3820","9.4590","9.2670","881.46K","-0.29%"
"12/30/2022","9.3800","9.3380","9.3990","9.2260","1.57M","0.49%"
"12/29/2022","9.3340","9.1370","9.3920","9.0250","1.89M","2.26%"
"12/28/2022","9.1280","9.2210","9.2600","8.9070","2.13M","-0.94%"
"12/27/2022","9.2150","9.1890","9.4210","9.1350","1.72M","0.37%"
"12/26/2022","9.1810","9.0230","9.1960","9.0060","1.06M","1.88%"
"12/25/2022","9.0120","8.9630","9.1180","8.8310","925.78K","0.47%"
"12/24/2022","8.9700","8.9140","9.0440","8.8830","981.75K","0.64%"
"12/23/2022","8.9130","8.9990","9.0500","8.8860","1.00M","-0.91%"
"12/22/2022","8.9950","8.8640","9.0050","8.6740","1.31M","1.45%"
"12/21/2022","8.8660","8.9570","9.0510","8.7650","1.38M","-0.97%"
"12/20/2022","8.9530","8.6360","9.0350","8.5550","1.49M","3.57%"
"12/19/2022","8.6440","8.8690","8.9420","8.5770","1.26M","-2.40%"
"12/18/2022","8.8570","8.8060","8.9420","8.7560","905.36K","0.64%"
"12/17/2022","8.8010","8.5730","8.8090","8.4730","1.07M","2.52%"
"12/16/2022","8.5850","9.4150","9.5200","8.4660","2.07M","-8.89%"
"12/15/2022","9.4230","9.5990","9.6650","9.3880","1.25M","-1.72%"
"12/14/2022","9.5880","9.7580","10.0060","9.5460","1.87M","-1.70%"
"12/13/2022","9.7540","9.6240","9.8870","9.1310","2.58M","1.44%"
"12/12/2022","9.6160","9.5240","9.6650","9.4340","1.52M","0.83%"
"12/11/2022","9.5370","9.9460","9.9830","9.5270","1.18M","-4.09%"
"12/10/2022","9.9440","9.7600","10.3560","9.6470","3.40M","1.86%"
"12/09/2022","9.7620","9.8360","9.8950","9.6320","1.19M","-0.73%"
"12/08/2022","9.8340","9.6150","9.8570","9.4810","1.26M","2.28%"
"12/07/2022","9.6150","10.1700","10.1820","9.5050","2.67M","-5.41%"
"12/06/2022","10.1650","10.2730","10.3780","9.9970","1.88M","-0.95%"
"12/05/2022","10.2630","10.2690","10.5660","10.1460","2.05M","0.06%"
"12/04/2022","10.2570","10.0220","10.2770","10.0220","893.06K","2.34%"
"12/03/2022","10.0220","10.3710","10.4010","9.9910","1.00M","-3.33%"
"12/02/2022","10.3670","10.2700","10.3840","10.1200","1.36M","0.98%"
"12/01/2022","10.2660","10.4900","10.5660","10.1370","1.55M","-2.19%"
"11/30/2022","10.4960","10.1840","10.6340","10.1840","1.85M","3.10%"
"11/29/2022","10.1800","9.8600","10.2930","9.8470","1.71M","3.27%"
"11/28/2022","9.8580","9.9130","9.9690","9.4480","1.67M","-0.69%"
"11/27/2022","9.9260","10.1090","10.3310","9.9010","934.29K","-1.78%"
"11/26/2022","10.1060","10.0250","10.4470","9.9990","1.47M","0.88%"
"11/25/2022","10.0180","10.1480","10.1690","9.7750","1.10M","-1.35%"
"11/24/2022","10.1550","9.9330","10.2260","9.7860","1.70M","2.19%"
"11/23/2022","9.9370","9.5500","9.9530","9.5360","2.09M","4.10%"
"11/22/2022","9.5460","9.0120","9.5520","8.7290","2.78M","5.87%"
"11/21/2022","9.0170","9.3490","9.3600","8.7850","2.30M","-3.60%"
"11/20/2022","9.3540","9.9810","10.0440","9.3170","1.30M","-6.41%"
"11/19/2022","9.9950","9.8290","10.0560","9.8090","1.00M","0.37%"
"11/18/2022","9.9580","10.1780","10.2380","9.7920","1.72M","-0.36%"
"11/17/2022","9.9940","10.1410","10.1930","9.8630","1.65M","-0.99%"
"11/16/2022","10.0940","10.5510","10.6320","9.9790","2.04M","-4.38%"
"11/15/2022","10.5560","10.3270","10.8810","10.2160","2.47M","2.37%"
"11/14/2022","10.3120","10.1770","10.6990","9.6460","4.05M","1.21%"
"11/13/2022","10.1890","10.9510","11.1020","10.0650","3.09M","-6.90%"
"11/12/2022","10.9440","11.6790","11.6810","10.8520","1.88M","-6.20%"
"11/11/2022","11.6670","12.1230","12.4190","11.1940","4.02M","-4.17%"
"11/10/2022","12.1750","9.7530","12.4830","9.6050","8.01M","24.53%"
"11/09/2022","9.7770","12.1380","12.3110","9.3940","7.52M","-19.52%"
"11/08/2022","12.1490","14.2520","14.4330","11.3240","8.34M","-14.82%"
"11/07/2022","14.2620","14.4340","14.7950","13.8710","3.50M","-1.41%"
"11/06/2022","14.4660","15.3730","15.4010","14.4500","2.37M","-6.08%"
"11/05/2022","15.4030","15.0820","15.8060","14.9610","3.29M","2.47%"
"11/04/2022","15.0310","13.5170","15.1880","13.4190","4.58M","11.26%"
"11/03/2022","13.5100","13.2850","13.8950","13.2540","2.25M","1.57%"
"11/02/2022","13.3010","14.0800","14.2310","13.0280","3.04M","-5.55%"
"11/01/2022","14.0830","14.3450","14.4590","13.8510","2.06M","-1.69%"
"10/31/2022","14.3250","13.9330","14.5000","13.7860","3.57M","2.90%"
"10/30/2022","13.9210","13.4710","14.1170","13.3070","3.03M","3.33%"
"10/29/2022","13.4720","13.5530","13.8100","13.3470","3.35M","-0.38%"
"10/28/2022","13.5240","12.6600","13.7760","12.6240","7.14M","6.85%"
"10/27/2022","12.6570","12.2750","13.2020","12.2750","4.26M","3.08%"
"10/26/2022","12.2790","12.0200","12.5330","11.9250","2.70M","2.37%"
"10/25/2022","11.9950","11.6550","12.3330","11.5460","2.27M","2.96%"
"10/24/2022","11.6500","12.1010","12.1720","11.5890","1.58M","-3.83%"
"10/23/2022","12.1140","11.7260","12.1320","11.4510","1.39M","3.39%"
"10/22/2022","11.7170","11.7480","11.8870","11.4650","1.24M","-0.19%"
"10/21/2022","11.7390","11.3780","11.7780","10.9420","2.13M","3.16%"
"10/20/2022","11.3790","11.7490","11.9720","11.2560","1.98M","-3.19%"
"10/19/2022","11.7540","12.5320","12.6390","11.7420","2.29M","-6.13%"
"10/18/2022","12.5220","12.4300","12.7580","12.1310","2.38M","0.77%"
"10/17/2022","12.4260","11.6950","12.4960","11.6410","2.17M","6.21%"
"10/16/2022","11.6990","11.5040","11.8290","11.5040","1.06M","1.60%"
"10/15/2022","11.5150","11.6550","11.7650","11.4500","1.08M","-1.12%"
"10/14/2022","11.6450","11.3390","12.2640","11.3000","2.99M","2.70%"
"10/13/2022","11.3390","11.7480","11.8070","10.6100","3.94M","-3.43%"
"10/12/2022","11.7420","12.1700","12.2080","11.6950","1.88M","-3.54%"
"10/11/2022","12.1730","12.4000","12.5300","12.1000","2.04M","-2.11%"
"10/10/2022","12.4360","13.1930","13.2690","12.3890","1.85M","-5.76%"
"10/09/2022","13.1960","13.1480","13.2620","13.0330","1.17M","0.37%"
"10/08/2022","13.1470","13.0520","13.3470","12.9460","2.05M","0.70%"
"10/07/2022","13.0560","13.0010","13.0880","12.6670","2.44M","0.36%"
"10/06/2022","13.0090","12.9990","13.4560","12.8840","3.44M","0.02%"
"10/05/2022","13.0060","13.0090","13.1330","12.6400","2.12M","-0.10%"
"10/04/2022","13.0190","12.8620","13.2790","12.7510","2.94M","1.28%"
"10/03/2022","12.8550","11.9920","12.9510","11.8720","3.54M","7.23%"
"10/02/2022","11.9880","12.6810","12.8930","11.9800","2.30M","-5.48%"
"10/01/2022","12.6830","13.0240","13.0910","12.5220","1.59M","-2.62%"
"09/30/2022","13.0240","12.7710","13.2320","12.6240","3.79M","1.97%"
"09/29/2022","12.7730","12.9780","13.0630","12.4340","3.95M","-1.72%"
"09/28/2022","12.9970","13.4870","13.5800","12.6650","5.18M","-3.70%"
"09/27/2022","13.4960","13.9030","14.7270","13.1830","6.01M","-2.95%"
"09/26/2022","13.9060","14.0070","14.8850","13.7660","6.60M","-0.44%"
"09/25/2022","13.9680","13.6280","14.8160","13.6050","4.66M","2.45%"
"09/24/2022","13.6340","14.2190","14.2910","13.5590","3.08M","-4.15%"
"09/23/2022","14.2250","14.6310","15.2350","13.4550","6.98M","-2.81%"
"09/22/2022","14.6370","13.3680","14.9700","13.2880","6.26M","9.11%"
"09/21/2022","13.4150","13.9190","15.0660","12.9610","8.58M","-3.61%"
"09/20/2022","13.9180","15.6150","15.8710","13.8300","5.49M","-10.88%"
"09/19/2022","15.6180","14.6890","16.0080","14.6040","8.08M","6.41%"
"09/18/2022","14.6770","16.4000","16.4060","14.6190","4.76M","-10.56%"
"09/17/2022","16.4090","16.6580","16.9390","16.0540","4.97M","-1.16%"
"09/16/2022","16.6010","14.9830","16.7010","14.6030","7.75M","11.43%"
"09/15/2022","14.8980","13.9330","15.4620","13.2290","7.37M","6.67%"
"09/14/2022","13.9660","13.8770","14.4370","13.4470","3.59M","0.47%"
"09/13/2022","13.9000","15.5210","16.1880","13.7340","6.34M","-10.51%"
"09/12/2022","15.5320","15.6470","16.4810","15.0120","4.99M","-1.03%"
"09/11/2022","15.6940","15.9930","16.2900","15.2710","3.27M","-1.86%"
"09/10/2022","15.9920","16.1400","16.3640","15.4820","5.14M","-0.82%"
"09/09/2022","16.1240","13.8870","16.6810","13.7540","10.41M","16.19%"
"09/08/2022","13.8770","12.9550","14.1010","12.6330","5.94M","7.32%"
"09/07/2022","12.9300","11.8040","13.2090","11.5430","3.79M","9.83%"
"09/06/2022","11.7730","12.6340","12.9790","11.7700","3.93M","-6.77%"
"09/05/2022","12.6280","13.0520","13.3480","12.4870","2.23M","-3.09%"
"09/04/2022","13.0300","12.6240","13.0460","12.4060","2.12M","3.17%"
"09/03/2022","12.6300","12.5890","12.8710","12.1310","2.29M","0.15%"
"09/02/2022","12.6110","12.7420","13.0660","12.3430","3.52M","-0.94%"
"09/01/2022","12.7310","11.8190","12.8200","11.4780","4.03M","7.64%"
"08/31/2022","11.8270","11.9390","12.2880","11.5640","3.84M","-0.62%"
"08/30/2022","11.9010","11.4170","12.1470","11.1230","5.16M","4.04%"
"08/29/2022","11.4390","10.5690","11.6350","10.1820","3.93M","8.32%"
"08/28/2022","10.5600","11.1780","11.3670","10.4800","2.75M","-5.42%"
"08/27/2022","11.1650","11.5360","11.5360","10.6910","4.76M","-3.27%"
"08/26/2022","11.5420","12.8590","13.1050","11.3500","7.25M","-10.16%"
"08/25/2022","12.8470","13.0060","13.3000","12.5790","6.27M","-1.30%"
"08/24/2022","13.0160","12.1300","13.4490","11.6040","8.56M","7.43%"
"08/23/2022","12.1160","11.0790","12.3130","10.9680","5.93M","9.19%"
"08/22/2022","11.0960","10.6470","11.1150","10.0560","2.70M","4.27%"
"08/21/2022","10.6420","10.2340","10.7840","10.2160","1.91M","4.00%"
"08/20/2022","10.2330","10.7490","10.9650","9.9730","2.97M","-5.12%"
"08/19/2022","10.7850","11.4440","11.4440","10.1860","4.62M","-5.78%"
"08/18/2022","11.4470","11.7480","12.2770","11.4410","4.10M","-2.55%"
"08/17/2022","11.7470","11.4020","11.9180","11.1930","3.01M","3.11%"
"08/16/2022","11.3930","11.4020","11.6480","11.1820","1.99M","-0.05%"
"08/15/2022","11.3990","11.5830","11.9440","11.1830","1.61M","-1.57%"
"08/14/2022","11.5810","11.9060","12.1730","11.4520","1.62M","-2.70%"
"08/13/2022","11.9020","12.0500","12.3860","11.8440","1.62M","-1.20%"
"08/12/2022","12.0460","11.7680","12.0840","11.4470","1.85M","2.48%"
"08/11/2022","11.7540","11.9540","12.3100","11.6810","2.87M","-1.85%"
"08/10/2022","11.9750","11.3810","12.0350","10.5880","6.26M","5.15%"
"08/09/2022","11.3880","11.8250","12.2340","11.0740","3.50M","-3.62%"
"08/08/2022","11.8160","11.3430","12.1500","11.2180","3.47M","4.01%"
"08/07/2022","11.3600","10.6310","11.5790","10.4700","3.00M","6.86%"
"08/06/2022","10.6310","10.9590","11.0020","10.5750","1.19M","-3.12%"
"08/05/2022","10.9730","10.3830","10.9900","10.3050","2.31M","5.95%"
"08/04/2022","10.3570","10.1400","10.6180","10.1230","2.20M","2.01%"
"08/03/2022","10.1530","9.9200","10.5320","9.6560","2.09M","2.36%"
"08/02/2022","9.9190","10.4180","10.4540","9.7620","2.61M","-4.69%"
"08/01/2022","10.4070","10.3360","10.7350","10.0530","2.40M","0.41%"
"07/31/2022","10.3640","10.7040","11.0470","10.2920","2.43M","-3.08%"
"07/30/2022","10.6930","11.1890","11.3500","10.5280","3.54M","-4.11%"
"07/29/2022","11.1510","10.8690","11.4540","10.3720","4.21M","2.54%"
"07/28/2022","10.8750","10.3350","11.1110","10.0880","5.48M","5.48%"
"07/27/2022","10.3100","9.2180","10.3170","9.0310","5.56M","11.74%"
"07/26/2022","9.2270","8.9780","9.6970","8.6020","6.72M","2.90%"
"07/25/2022","8.9670","9.9790","10.0000","8.9670","5.11M","-10.12%"
"07/24/2022","9.9770","10.1190","10.2970","9.8970","3.31M","-1.61%"
"07/23/2022","10.1400","10.6520","11.2070","9.7550","5.94M","-4.65%"
"07/22/2022","10.6340","11.0530","11.3300","10.3270","4.94M","-3.80%"
"07/21/2022","11.0540","9.6750","11.2480","9.6310","9.75M","14.18%"
"07/20/2022","9.6810","10.5290","10.6180","9.6080","5.35M","-7.86%"
"07/19/2022","10.5070","9.5720","10.7640","9.2450","8.47M","9.44%"
"07/18/2022","9.6010","8.9160","9.8750","8.8770","5.99M","7.71%"
"07/17/2022","8.9140","9.2370","9.3610","8.8750","3.38M","-3.50%"
"07/16/2022","9.2370","9.0570","9.3930","8.7960","4.01M","2.02%"
"07/15/2022","9.0540","8.9810","9.4780","8.8760","6.29M","0.75%"
"07/14/2022","8.9870","8.2130","9.0630","8.0940","5.91M","9.37%"
"07/13/2022","8.2170","7.8200","8.2370","7.4280","4.17M","5.21%"
"07/12/2022","7.8100","8.1700","8.4000","7.7200","3.42M","-4.52%"
"07/11/2022","8.1800","8.7700","9.1000","8.1800","3.45M","-6.73%"
"07/10/2022","8.7700","8.9900","9.0000","8.5200","2.11M","-2.45%"
"07/09/2022","8.9900","8.9800","9.3600","8.9600","1.76M","0.11%"
