pval_threshold,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.02,6,0.07,-0.07199571609259824,1.7200414695821977,1.30066,-0.6645,-0.8787,69.9,-0.2815,0.8638,475.67293780840885,550.6924739768962,172
0.02,6,0.08,-0.09729149165682563,1.7274855770027908,1.319397,-0.894,-1.1706,75.49,-0.3267,0.8192,459.43523291903364,560.8129672254458,173
0.02,6,0.09,-0.0953520282936979,1.8418479553566143,1.429941,-0.8218,-1.0586,76.01,-0.3251,0.8214,456.88970634400954,556.2465198260427,174
0.02,6,0.1,-0.10149278916986489,1.9248025424231228,1.562825,-0.837,-1.0309,78.2,-0.3353,0.8094,449.0162151467203,554.7717014617195,175
0.02,6,0.11,-0.10522827194234745,1.9571583684570792,1.602928,-0.8535,-1.0421,77.8,-0.3476,0.7966,429.5179965966362,539.1658559605622,176
0.02,6,0.12,-0.09313159267406218,2.0255799986339045,1.616385,-0.7299,-0.9146,78.96,-0.3169,0.8144,425.74543807859675,522.7885576449696,177
0.02,6,0.13,-0.09797176897192696,1.9257067823580332,1.559197,-0.8076,-0.9975,78.83,-0.3243,0.7868,376.6686973550571,478.75528062380494,178
0.02,6,0.14,-0.10285980808410632,1.9304805209136862,1.575649,-0.8458,-1.0363,79.87,-0.3317,0.7729,364.8543852324822,472.03430525612094,179
0.02,6,0.15,-0.13131785813455715,1.810486246150011,1.542214,-1.1514,-1.3517,80.08,-0.3898,0.6967,314.3195135253753,451.1527217015839,180
0.02,7,0.01,-0.12136406774973267,1.2349747090881067,0.986933,-1.56,-1.9521,75.48,-0.3682,0.7197,324.6647319350661,451.12609053028746,181
0.02,7,0.02,-0.12331795256154213,1.2943102566244793,1.036565,-1.5125,-1.8886,76.32,-0.3706,0.7294,346.36605872477907,474.863365293906,182
0.02,7,0.03,-0.11550814538012501,1.392745985361921,1.090371,-1.3166,-1.6817,75.16,-0.3606,0.7593,379.7740301990257,500.13351768511586,183
0.02,7,0.04,-0.13480060929070894,1.4450682845489653,1.117666,-1.4808,-1.9146,79.07,-0.388,0.7326,384.7839713605673,525.246206241486,184
0.02,7,0.05,-0.1284853416188577,1.5452919618088736,1.193519,-1.3199,-1.7089,78.1,-0.382,0.7524,406.89409518839,540.7758211552397,185
0.02,7,0.06,-0.12627591389599263,1.6197236669516724,1.275441,-1.2376,-1.5717,78.09,-0.3799,0.761,419.03064221903,550.6101444986543,186
0.02,7,0.07,-0.1464586028293743,1.7962494144522765,1.480845,-1.2943,-1.57,82.86,-0.407,0.736,425.3678256588698,577.9776898070779,187
0.02,7,0.08,-0.16130483118660358,1.954268058166921,1.630233,-1.3103,-1.5707,85.8,-0.4274,0.7211,434.62153562279786,602.7011697192387,188
0.02,7,0.09,-0.1599093565157648,1.9990570123823361,1.67383,-1.2698,-1.5166,85.73,-0.4269,0.7276,445.1680914853794,611.7936409748062,189
0.02,7,0.1,-0.1620380448109549,1.9164653843992032,1.624675,-1.3422,-1.5833,86.2,-0.4254,0.7172,428.10723852624386,596.950881219259,190
0.02,7,0.11,-0.15398841706130478,1.980676438013926,1.679386,-1.2342,-1.4556,85.26,-0.4176,0.7269,427.04097853677024,587.4969091146498,191
0.02,7,0.12,-0.15315454400699396,1.9501827257988162,1.664976,-1.2467,-1.4602,84.81,-0.417,0.7116,393.71378163836954,553.3008164936573,192
0.02,7,0.13,-0.154749054295336,1.9753076461352639,1.687544,-1.2436,-1.4557,85.2,-0.4191,0.7067,388.5643163327431,549.8128309084832,193
0.02,7,0.14,-0.15355947905509118,1.9397161046830314,1.64524,-1.2567,-1.4817,84.46,-0.4188,0.7053,382.91125998493254,542.9202371603376,194
0.02,7,0.15,-0.1132045210223448,1.8115717759677235,1.515678,-0.992,-1.1857,81.32,-0.3441,0.7558,364.9963956029943,482.95550650827755,195
0.02,8,0.01,-0.1343238839702395,1.219735024070594,0.979811,-1.7482,-2.1763,78.55,-0.3829,0.6898,311.2084307777078,451.17391787469734,196
0.02,8,0.02,-0.13361740838922592,1.3346083701178262,1.057943,-1.5893,-2.0049,79.17,-0.3817,0.7099,340.7884797773619,480.0178193189352,197
0.02,8,0.03,-0.14136430898166488,1.3470008078100277,1.086713,-1.666,-2.065,80.89,-0.3907,0.7003,344.2008968852587,491.5025068441535,198
0.02,8,0.04,-0.13342747410229872,1.4853351022088965,1.142823,-1.426,-1.8534,79.46,-0.3844,0.7315,378.7264205272565,517.7578485418518,199
0.02,8,0.05,-0.14642620474772353,1.509018773235227,1.200664,-1.5404,-1.936,81.7,-0.4022,0.7163,385.1476251913995,537.7237305385273,200
0.02,8,0.06,-0.13849330310080443,1.5967557023435115,1.281782,-1.3769,-1.7152,80.56,-0.3941,0.7425,416.15996983178525,560.4699916628234,201
0.02,8,0.07,-0.14842204785682336,1.7014663103464087,1.395575,-1.3848,-1.6883,82.86,-0.4073,0.7349,428.7078376847963,583.3636115516063,202
0.02,8,0.08,-0.1338051587423611,1.8577044749298302,1.545212,-1.1434,-1.3746,80.66,-0.3941,0.7651,454.0452510522883,593.4702264618286,203
0.02,8,0.09,-0.14270795271729247,1.9182371800137468,1.598879,-1.181,-1.4169,82.35,-0.4068,0.7543,456.52146043171166,605.2231471631304,204
0.02,8,0.1,-0.14794658993766008,1.9301721690836788,1.605193,-1.2168,-1.4631,83.73,-0.4109,0.7463,453.4091503199575,607.5694970349994,205
0.02,8,0.11,-0.1476034397415172,1.9830652210625344,1.66492,-1.1816,-1.4074,84.0,-0.4111,0.7454,450.3944064553347,604.1971906659957,206
0.02,8,0.12,-0.16645914632003406,1.9908414254667324,1.692294,-1.3273,-1.5615,86.87,-0.4329,0.7088,422.10339721280326,595.5538276782787,207
0.02,8,0.13,-0.14754237950141538,1.7970256614310742,1.533971,-1.3034,-1.5269,83.3,-0.4072,0.7032,364.18742614449934,517.9265855849742,208
0.02,8,0.14,-0.14555776638218457,1.7391223228925212,1.486233,-1.3286,-1.5547,82.51,-0.4049,0.6936,343.26159710117764,494.93278967141396,209
0.02,8,0.15,-0.1337755172962553,1.7252263078080077,1.467564,-1.2309,-1.447,79.93,-0.3923,0.7063,335.2544824182952,474.6485714409933,210
0.02,9,0.01,-0.11965678419887556,1.1227863887432539,0.873441,-1.6918,-2.1747,75.57,-0.3602,0.7136,310.6315095021162,435.3138786373446,211
0.02,9,0.02,-0.13068069887831368,1.1353061271815408,0.91769,-1.8273,-2.2606,77.13,-0.3792,0.7008,318.9401276666539,455.1094158978568,212
0.02,9,0.03,-0.14210365146969337,1.1982978967003295,0.971261,-1.8825,-2.3226,79.67,-0.3939,0.6967,340.10682301597353,488.178827847394,213
0.02,9,0.04,-0.13310634035754884,1.3155702470047193,1.027945,-1.6061,-2.0556,78.58,-0.3826,0.725,365.7231117933209,504.41991844588676,214
0.02,9,0.05,-0.1187050979112639,1.3500141150394924,1.036733,-1.3958,-1.8176,76.37,-0.3608,0.7595,390.5824944442298,514.2732064677666,215
0.02,9,0.06,-0.13197758315072264,1.4079889760191766,1.124984,-1.488,-1.8623,80.34,-0.3747,0.7397,390.76231947857303,528.282961121626,216
0.02,9,0.07,-0.13140193758509458,1.4816031925684454,1.168746,-1.4079,-1.7848,79.79,-0.3783,0.7502,411.30740687898236,548.2282258426509,217
0.02,9,0.08,-0.14285247726576417,1.6777563585803135,1.379931,-1.3516,-1.6434,82.53,-0.3968,0.7407,425.17588109699636,574.0281624079227,218
0.02,9,0.09,-0.1555447753498338,1.7499761439718697,1.457769,-1.411,-1.6938,84.44,-0.4155,0.727,431.67904382498455,593.7566997395113,219
0.02,9,0.1,-0.14024839396625316,1.7772164952536438,1.475193,-1.2527,-1.5092,81.75,-0.3989,0.7471,431.73956154471114,577.8783880575469,220
0.02,9,0.11,-0.13617716338089578,1.8042464426637392,1.50338,-1.1981,-1.4379,81.0,-0.3951,0.7483,421.87466567440947,563.7712699173029,221
0.02,9,0.12,-0.14799357286802997,1.7968163181851435,1.495406,-1.3075,-1.571,83.32,-0.4078,0.7177,392.08684261990015,546.2961455483872,222
0.02,9,0.13,-0.144108568224513,1.8055396395411205,1.506322,-1.267,-1.5187,84.27,-0.3958,0.718,382.3687534232497,532.5298815131923,223
0.02,9,0.14,-0.1328134167157656,1.7986525479754818,1.485676,-1.1722,-1.4191,85.53,-0.3672,0.7288,371.92871827390184,510.32029849172955,224
0.02,9,0.15,-0.11358480049260347,1.7657748752228979,1.443557,-1.0211,-1.2491,81.68,-0.3413,0.7536,361.9461588640868,480.3015209773796,225
0.02,10,0.01,-0.10951518971151439,1.17628494627515,0.850149,-1.478,-2.0449,75.18,-0.3383,0.7354,317.1650660674135,431.27989374681147,226
0.02,10,0.02,-0.0859224651673864,1.207482022080545,0.854737,-1.1296,-1.5958,67.94,-0.3081,0.7952,347.5705264430719,437.10173514748857,227
0.02,10,0.03,-0.08116628796460355,1.3167143393322762,0.915759,-0.9786,-1.407,69.41,-0.2917,0.8153,373.288584869624,457.8638569287408,228
0.02,10,0.04,-0.08635527578579538,1.425582487469792,0.995379,-0.9616,-1.3772,71.31,-0.3025,0.8152,396.97156500439127,486.95376237318993,229
0.02,10,0.05,-0.08739093438870596,1.4416901867967253,1.040048,-0.9623,-1.3339,73.62,-0.2966,0.8136,397.55426925890964,488.6156228919413,230
0.02,10,0.06,-0.10206163811687355,1.4688835205658712,1.128793,-1.103,-1.4353,75.91,-0.3264,0.7914,403.57900345436616,509.9272303721484,231
0.02,10,0.07,-0.12863988261917494,1.711062778792743,1.392133,-1.1935,-1.4669,81.7,-0.3724,0.7597,423.74453899172914,557.7872966809094,232
0.02,10,0.08,-0.13137733672796262,1.7220896775655012,1.377105,-1.2111,-1.5144,82.35,-0.3752,0.7603,434.2005927352531,571.0957776057901,233
0.02,10,0.09,-0.13226490320896386,1.7280721498593523,1.391014,-1.215,-1.5094,82.63,-0.376,0.7538,422.0540467561787,559.8740758999191,234
0.02,10,0.1,-0.12823719253102173,1.7559564020891594,1.400492,-1.1593,-1.4536,82.06,-0.371,0.7618,427.3205779797821,560.9437325971068,235
0.02,10,0.11,-0.11613134080459438,1.784670093947751,1.417596,-1.033,-1.3005,80.75,-0.3515,0.7811,431.69976858589604,552.7086257042833,236
0.02,10,0.12,-0.10804769757370235,1.8221769453022376,1.419919,-0.9413,-1.208,79.87,-0.3384,0.7919,428.4473520655621,541.0330529373599,237
0.02,10,0.13,-0.10538615382238244,1.8239107732692101,1.423126,-0.9172,-1.1755,79.07,-0.3356,0.7865,404.4297418077445,514.242114090667,238
0.02,10,0.14,-0.1003536842011037,1.7978444645807092,1.440954,-0.8861,-1.1056,77.63,-0.3289,0.788,388.5686338122492,493.1371727497991,239
0.02,10,0.15,-0.10438321163491895,1.7805607331218622,1.449773,-0.9306,-1.143,77.71,-0.3377,0.7667,357.460558746454,466.22786527003956,240
0.03,3,0.01,-0.11878583227958017,1.0716013707219507,0.86953,-1.7597,-2.1686,73.67,-0.3659,0.705,295.7493242302416,419.52416146556413,241
0.03,3,0.02,-0.1269760049272083,1.2108907072432382,0.991284,-1.6646,-2.0334,76.31,-0.3767,0.7204,340.95359696887374,473.2625941030248,242
0.03,3,0.03,-0.14893778001874133,1.359855049906984,1.117778,-1.7387,-2.1152,81.58,-0.4035,0.7058,372.2413402739805,527.4345070535089,243
0.03,3,0.04,-0.10961987788068567,1.4974306944088058,1.176626,-1.1621,-1.4789,72.88,-0.3607,0.785,416.93537590434903,531.1592886560235,244
0.03,3,0.05,-0.11189993148597681,1.5553209745969265,1.26597,-1.1421,-1.4032,73.78,-0.3645,0.7788,410.57172151221044,527.1714501205981,245
0.03,3,0.06,-0.10958892192227093,1.6655968968029418,1.352305,-1.0445,-1.2864,73.5,-0.3647,0.786,419.451907295918,533.6435639389242,246
0.03,3,0.07,-0.10742133339477987,1.980106063455428,1.630717,-0.8612,-1.0457,74.67,-0.3686,0.8066,466.8975706825514,578.8306000799121,247
0.03,3,0.08,-0.09269455182679869,1.9706538649373624,1.601437,-0.7467,-0.9189,70.79,-0.3493,0.8236,450.8838523199123,547.4715753234366,248
0.03,3,0.09,-0.07424221729106176,1.9880287674527204,1.604769,-0.5928,-0.7344,66.05,-0.3212,0.8497,437.46619331737816,514.8265837346645,249
0.03,3,0.1,-0.02554033155741571,1.8809195864677206,1.468296,-0.2156,-0.2761,54.28,-0.1919,0.9415,428.6284772590959,455.2415027419231,250
0.03,3,0.11,-0.04301294831493668,1.818382710106659,1.470701,-0.3755,-0.4643,52.33,-0.2685,0.8928,373.15681438735203,417.976306531516,251
0.03,3,0.12,-0.037727714653036905,1.7831137702292432,1.445072,-0.3359,-0.4144,48.34,-0.2639,0.897,342.43956144973924,381.75184011820363,252
0.03,3,0.13,-0.0038600981261705724,1.665836207701001,1.287861,-0.0368,-0.0476,44.26,-0.1004,0.9878,326.61712425459075,330.6393465020604,253
0.03,3,0.14,-0.005190033412161994,1.5721250157692952,1.207952,-0.0524,-0.0682,39.56,-0.1109,0.9814,284.7915430337153,290.19955784918807,254
0.03,3,0.15,-0.0005957936244492174,1.5852110176583045,1.224039,-0.006,-0.0077,39.05,-0.0853,0.9977,274.32161732498406,274.9424342816601,255
0.03,4,0.01,-0.14500970717344186,1.1719762839519412,1.020474,-1.9642,-2.2558,79.69,-0.3998,0.6502,280.90128771122255,432.00140258594894,256
0.03,4,0.02,-0.1375665692049471,1.3339724603296181,1.141084,-1.6371,-1.9138,78.64,-0.3934,0.694,325.0773463931337,468.42171150468863,257
0.03,4,0.03,-0.15632437739777136,1.489145969208366,1.278369,-1.6664,-1.9412,82.78,-0.417,0.6885,360.0692071637163,522.9592084121941,258
0.03,4,0.04,-0.14251004714075988,1.6258667012703658,1.360665,-1.3914,-1.6626,80.63,-0.4037,0.7307,402.82938396164127,551.324853082313,259
0.03,4,0.05,-0.1512026242091473,1.7035085109081485,1.426961,-1.409,-1.6821,82.89,-0.4131,0.7257,416.8420801769977,574.3952146029292,260
0.03,4,0.06,-0.1292392149624788,1.7865369394762447,1.461447,-1.1484,-1.4038,78.93,-0.3893,0.7666,442.2946406458301,576.961902636733,261
0.03,4,0.07,-0.10157886296875183,1.9132369072145095,1.549141,-0.8428,-1.0409,73.52,-0.3561,0.8173,473.468833315863,579.3140085293026,262
0.03,4,0.08,-0.09249407775739414,2.0081965129175456,1.610797,-0.7312,-0.9115,71.63,-0.3466,0.8374,496.3094924467354,592.6883214699401,263
0.03,4,0.09,-0.08283553731299632,1.9179623586224597,1.538903,-0.6856,-0.8545,68.0,-0.3326,0.8417,459.0143192812797,545.328949161422,264
0.03,4,0.1,-0.06465843327147788,2.023116828366611,1.57959,-0.5073,-0.6498,62.08,-0.3125,0.876,476.0955268263429,543.4696142952229,265
0.03,4,0.11,-0.05121653607675792,2.006338079939427,1.591318,-0.4052,-0.5109,62.26,-0.2663,0.8928,444.68796108024645,498.0555916722283,266
0.03,4,0.12,-0.022468069646788196,1.912387379774104,1.496232,-0.1865,-0.2384,58.35,-0.1691,0.9458,408.3335979155673,431.7453264875206,267
0.03,4,0.13,-0.010285736460867598,1.829338337000751,1.40397,-0.0893,-0.1163,41.28,-0.1617,0.9715,364.7921432451409,375.50988063736486,268
0.03,4,0.14,-0.01307345969683384,1.8252178557328418,1.393186,-0.1137,-0.149,41.61,-0.1755,0.9628,352.8908649841101,366.5134099882109,269
0.03,4,0.15,-0.021325248749313467,1.8048756916416484,1.392458,-0.1876,-0.2431,46.25,-0.1975,0.9349,319.1101396186185,341.3310488154031,270
0.03,5,0.01,-0.059379760853623675,1.006627694922548,0.763237,-0.9364,-1.235,61.12,-0.2454,0.8331,308.77671202072736,370.65042283020324,271
0.03,5,0.02,-0.05968361388763474,1.151292512950236,0.883599,-0.8229,-1.0723,56.96,-0.2705,0.848,346.87268937721825,409.06301504813376,272
0.03,5,0.03,-0.06412288163873946,1.2690273047198148,0.968495,-0.8021,-1.051,60.74,-0.2741,0.8518,383.91994657478915,450.73598924235563,273
0.03,5,0.04,-0.0752372948551514,1.3450856766250283,1.04374,-0.8879,-1.1443,65.29,-0.2934,0.8371,402.99890987602384,481.39617111509165,274
0.03,5,0.05,-0.07925989600547265,1.4241402935222551,1.110048,-0.8835,-1.1335,66.32,-0.3046,0.8369,423.8450144865526,506.43382612425523,275
0.03,5,0.06,-0.06300855467096447,1.520855097103421,1.162934,-0.6577,-0.8601,62.47,-0.2747,0.8752,460.43114546710655,526.0860594342515,276
0.03,5,0.07,-0.05528590003721864,1.6330977702061475,1.236655,-0.5374,-0.7097,66.34,-0.2398,0.895,491.19856180524994,548.8064696440318,277
0.03,5,0.08,-0.06968412638564757,1.7391189141724894,1.312499,-0.6361,-0.8428,67.8,-0.2842,0.8698,485.0213490241899,557.6322087180347,278
0.03,5,0.09,-0.07258512691587009,1.8086918143229238,1.364182,-0.6371,-0.8446,69.06,-0.2911,0.8685,499.65284317476016,575.2865454210968,279
0.03,5,0.1,-0.10012700023711323,1.747978577259507,1.374116,-0.9093,-1.1567,74.41,-0.3397,0.8132,454.2673330221602,558.5996672692322,280
0.03,5,0.11,-0.053779101543730085,1.9160899435077205,1.488451,-0.4456,-0.5736,61.17,-0.273,0.8938,471.81982865784136,527.8576524664081,281
0.03,5,0.12,-0.05690876007643219,1.9592896740685408,1.532286,-0.4611,-0.5896,61.31,-0.2861,0.8849,456.01832363870824,515.3172516383504,282
0.03,5,0.13,-0.07641955928001738,1.9973955200002198,1.589723,-0.6074,-0.7631,65.2,-0.3322,0.8458,436.8864369083241,516.5156176781021,283
0.03,5,0.14,-0.09213640740629146,2.0491612476388914,1.652078,-0.7138,-0.8853,70.82,-0.352,0.8116,413.57838292506506,509.5845194424206,284
0.03,5,0.15,-0.12318663546985165,2.0213733148094835,1.65988,-0.9674,-1.1781,78.77,-0.3871,0.7385,362.5305115716061,490.8909857311915,285
0.03,6,0.01,-0.07550494528389716,1.0518183792574338,0.793568,-1.1396,-1.5104,68.7,-0.269,0.7967,308.3546703254611,387.030823311282,286
0.03,6,0.02,-0.07219454150881956,1.1267246171005805,0.850333,-1.0172,-1.3478,70.51,-0.2548,0.8153,332.1298109712385,407.35652322342855,287
0.03,6,0.03,-0.06227571286790192,1.2303577091416318,0.932955,-0.8035,-1.0596,66.14,-0.2442,0.8541,380.00119853155655,444.8924913399104,288
0.03,6,0.04,-0.05267867673291691,1.3265461611478209,0.974507,-0.6304,-0.8581,63.98,-0.2244,0.8792,399.6872279226917,454.57840907839113,289
0.03,6,0.05,-0.05126835788432477,1.403573808203788,1.044443,-0.5798,-0.7792,60.42,-0.2364,0.8878,422.75734840383575,476.1789773193022,290
0.03,6,0.06,-0.06945683138898673,1.5377140791562727,1.127257,-0.717,-0.9781,65.41,-0.2832,0.8607,447.23343148832885,519.6074497956531,291
0.03,6,0.07,-0.06634441176024286,1.6534251711447865,1.215654,-0.637,-0.8664,67.15,-0.2721,0.8737,478.0764100802026,547.2072871343756,292
0.03,6,0.08,-0.0822839196037703,1.6810587981207346,1.246342,-0.777,-1.048,70.27,-0.3071,0.8479,477.9529949785555,563.6928392056841,293
0.03,6,0.09,-0.07126790177070022,1.8397399876370246,1.397099,-0.6149,-0.8098,72.18,-0.2767,0.8705,499.0425441106625,573.3036977557321,294
0.03,6,0.1,-0.0768060474936612,1.8305508023501893,1.448784,-0.6661,-0.8416,73.2,-0.288,0.8548,471.25048531774087,551.2823868061358,295
0.03,6,0.11,-0.06953587066758711,1.8848614264560086,1.491321,-0.5856,-0.7402,71.62,-0.277,0.8668,471.31473660101005,543.7711138366359,296
0.03,6,0.12,-0.06144045023927007,1.9507226845222079,1.518884,-0.5,-0.6421,72.63,-0.2538,0.879,465.2482318578583,529.2691810071777,297
0.03,6,0.13,-0.05496065502431602,1.8809204104455266,1.48192,-0.4639,-0.5887,70.07,-0.24,0.885,440.6265807419693,497.89558327730657,298
0.03,6,0.14,-0.0678786325396994,1.8940917998583124,1.506775,-0.5689,-0.7151,74.76,-0.2614,0.8561,420.64039138180635,491.3699264881732,299
0.03,6,0.15,-0.11233582632437164,1.8223722455185782,1.509271,-0.9785,-1.1815,76.22,-0.3653,0.7573,365.2500562947436,482.30398732473884,300
0.03,7,0.01,-0.10800691846774499,1.0908438805023306,0.877524,-1.5718,-1.9539,70.83,-0.3528,0.7274,300.29694328397096,412.84015232736124,301
0.03,7,0.02,-0.10483276192008234,1.1397227365462397,0.911948,-1.4602,-1.8249,70.26,-0.3487,0.7455,319.9049629028475,429.14070082357335,302
0.03,7,0.03,-0.10446035336605278,1.1996531998519915,0.959128,-1.3823,-1.7289,70.85,-0.3466,0.7616,347.70212633639136,456.5498145438184,303
0.03,7,0.04,-0.10583378712051843,1.3036929161423336,0.987332,-1.2887,-1.7016,70.91,-0.3533,0.7736,376.81505028991415,487.09385646949437,304
0.03,7,0.05,-0.11809087606082522,1.4270506755897219,1.104924,-1.3136,-1.6966,75.2,-0.3676,0.763,396.13854927472073,519.1892421301006,305
0.03,7,0.06,-0.11492695918044417,1.4807097159991063,1.16309,-1.2321,-1.5686,74.75,-0.3641,0.7741,410.325361826928,530.0792532929509,306
0.03,7,0.07,-0.1143455734335703,1.5549728109943257,1.229485,-1.1673,-1.4764,74.9,-0.3648,0.7817,426.56092032324756,545.7090078410278,307
0.03,7,0.08,-0.12667101769871875,1.6355484012145773,1.316955,-1.2295,-1.5269,78.24,-0.3808,0.7667,433.8556148820178,565.8468153240827,308
0.03,7,0.09,-0.12718905544291803,1.7520325020553273,1.433911,-1.1524,-1.4081,78.83,-0.3838,0.7738,453.36141114343064,585.8924069149513,309
0.03,7,0.1,-0.1253739868306327,1.7340782805250081,1.412591,-1.1477,-1.4089,78.96,-0.3783,0.7745,448.7887615651653,579.4284558426846,310
0.03,7,0.11,-0.10201601355100921,1.759529312554497,1.429117,-0.9204,-1.1332,73.36,-0.3505,0.8072,445.043497760199,551.3441838803507,311
0.03,7,0.12,-0.10592670955588478,1.7408112201227093,1.435335,-0.9659,-1.1715,74.04,-0.3564,0.7897,414.4372906660886,524.8129220233204,312
0.03,7,0.13,-0.10498737669619952,1.8811749047457935,1.540423,-0.8859,-1.0819,74.73,-0.3573,0.797,429.5833813329569,538.9802278503968,313
0.03,7,0.14,-0.10738545580081325,1.8664433778941103,1.52216,-0.9133,-1.1199,76.47,-0.3541,0.7924,427.1215319865004,539.0171769309478,314
0.03,7,0.15,-0.08750580268506895,1.7820623846897417,1.440876,-0.7795,-0.9641,73.7,-0.3122,0.8172,407.6654640829445,498.8465104807863,315
0.03,8,0.01,-0.1303011995783209,1.0762866463063216,0.878744,-1.9219,-2.3539,76.83,-0.3783,0.6739,280.55560847733847,416.32945843794886,316
0.03,8,0.02,-0.1325511323902379,1.1624252891351858,0.938633,-1.8102,-2.2418,77.4,-0.383,0.6846,299.83875538897826,437.9570353396062,317
0.03,8,0.03,-0.12406951903520935,1.220222136278792,0.977923,-1.6141,-2.014,76.28,-0.3703,0.7166,326.968112287137,456.2485511218251,318
0.03,8,0.04,-0.11902766515198676,1.3579811687438015,1.04907,-1.3914,-1.8011,75.44,-0.3665,0.7451,362.5496139061602,486.5764409945303,319
0.03,8,0.05,-0.12007058009252394,1.3689315909541238,1.065828,-1.3924,-1.7883,75.18,-0.3706,0.7509,377.08455249193184,502.19809694834174,320
0.03,8,0.06,-0.11244538825109869,1.4758655718015117,1.15244,-1.2095,-1.5489,73.84,-0.3622,0.7791,413.26321239324795,530.4313069508928,321
0.03,8,0.07,-0.13224003329069697,1.5529068390049698,1.227174,-1.3518,-1.7106,78.94,-0.3867,0.753,420.0229724686736,557.8170871575799,322
0.03,8,0.08,-0.11842057560250117,1.62172988540237,1.301978,-1.1592,-1.4439,76.03,-0.3719,0.7793,435.78979627398473,559.184036051791,323
0.03,8,0.09,-0.12379034914503088,1.7151289472715654,1.377932,-1.1458,-1.4261,77.4,-0.3814,0.7807,459.0872756383611,588.0768194474833,324
0.03,8,0.1,-0.11455587956969514,1.7198084415302306,1.379471,-1.0574,-1.3183,75.42,-0.3696,0.795,462.83391819346633,582.2011447050887,325
0.03,8,0.11,-0.10807558531184694,1.7654925023127461,1.432507,-0.9718,-1.1977,74.09,-0.3623,0.8033,459.77164471844657,572.3864046133909,326
0.03,8,0.12,-0.11991337188163868,1.8208531039828664,1.490368,-1.0454,-1.2772,77.26,-0.3777,0.7851,456.5721621335027,581.5218956341703,327
0.03,8,0.13,-0.11355931249270806,1.8770352080892814,1.498296,-0.9604,-1.2032,76.04,-0.371,0.7853,432.7686929570646,551.0974965744664,328
0.03,8,0.14,-0.11696743123440442,1.7008480830465145,1.401203,-1.0917,-1.3251,75.75,-0.3732,0.763,392.36068019232044,514.24074353857,329
0.03,8,0.15,-0.11050053693573514,1.7018153172931525,1.400083,-1.0307,-1.2529,74.0,-0.3661,0.7701,385.6668149956248,500.80837448266084,330
0.03,9,0.01,-0.11657394001593598,0.9918626513776551,0.789108,-1.8657,-2.3451,75.04,-0.3517,0.7011,284.9673550557372,406.4374005523424,331
0.03,9,0.02,-0.1155539957864761,1.0355043221945304,0.823322,-1.7715,-2.228,75.31,-0.349,0.7161,303.7471075714756,424.1543711809838,332
0.03,9,0.03,-0.11865729913471358,1.0904462933812618,0.872783,-1.7274,-2.1582,75.91,-0.3553,0.7242,324.7247004773822,448.36560617575367,333
0.03,9,0.04,-0.11817919861151699,1.1548728723182964,0.916701,-1.6245,-2.0465,76.18,-0.3546,0.7357,342.8385876725376,465.9813126257384,334
0.03,9,0.05,-0.1065289574888007,1.2000751973168502,0.935157,-1.4092,-1.8084,75.15,-0.3318,0.7681,367.685432195776,478.68860589910634,335
0.03,9,0.06,-0.11283082914289307,1.2755001079194408,1.010756,-1.4043,-1.7721,77.7,-0.3385,0.7635,379.46931726661455,497.03904123350907,336
0.03,9,0.07,-0.09962780822133675,1.3936760178665182,1.067038,-1.1348,-1.4822,74.96,-0.3215,0.7996,414.225415276643,518.037591443276,337
0.03,9,0.08,-0.12433187549818017,1.4750010414516226,1.146375,-1.3381,-1.7217,77.74,-0.3718,0.7635,418.22396458271135,547.7777788518151,338
0.03,9,0.09,-0.12436180240144616,1.5478624769810319,1.22311,-1.2754,-1.6141,76.93,-0.3784,0.77,433.7353368532005,563.3203349555073,339
0.03,9,0.1,-0.10654732108362358,1.768294249710033,1.351684,-0.9565,-1.2513,73.36,-0.3616,0.8063,462.25986452529366,573.2821730944295,340
0.03,9,0.11,-0.09274604708036381,1.8283541615428098,1.400927,-0.8053,-1.0509,71.58,-0.3372,0.831,475.2015089113483,571.8428899690874,341
0.03,9,0.12,-0.09690842247362774,1.8346233268209822,1.400087,-0.8385,-1.0988,72.97,-0.3418,0.8201,460.42095496165854,561.3995311791787,342
0.03,9,0.13,-0.09554871355939475,1.8559921475701666,1.41539,-0.8172,-1.0716,74.59,-0.332,0.8205,454.975406158942,554.5371656878312,343
0.03,9,0.14,-0.07495616515329105,1.8704901306627326,1.407832,-0.6361,-0.8452,76.34,-0.2725,0.8537,455.704245156614,533.8085692463434,344
0.03,9,0.15,-0.05652726406533907,1.8484217718028322,1.374676,-0.4855,-0.6528,69.3,-0.2445,0.884,449.0042341683262,507.9056433244094,345
0.03,10,0.01,-0.10354522286296249,1.0759325199796563,0.794426,-1.5277,-2.0691,73.1,-0.3296,0.7371,302.5056775974062,410.39979982061305,346
0.03,10,0.02,-0.0889710777570721,1.1173941873587947,0.815525,-1.264,-1.7319,68.46,-0.3117,0.7819,332.31764631022,425.02550933308913,347
0.03,10,0.03,-0.08208741943210518,1.220233960771881,0.86893,-1.0679,-1.4997,68.88,-0.2932,0.8084,360.8259058279165,446.3609968761702,348
