rho_threshold,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.45,6,0.11,-27.459795117997853,25.529754668507703,20.163929,-1.0756,-1.3618,80.42,-0.3295,0.8052,469.2743521428088,582.8184256069111,176
0.45,6,0.12,-30.90509088067942,26.540405685698797,21.217581,-1.1645,-1.4566,83.45,-0.3498,0.7873,472.91135264186613,600.701450648485,177
0.45,6,0.13,-29.239898273575548,28.232168269943376,22.575605,-1.0357,-1.2952,83.22,-0.3407,0.7983,478.5957186590363,599.5003773934242,178
0.45,6,0.14,-34.31933669252295,30.300031676654243,24.709678,-1.1327,-1.3889,86.76,-0.3731,0.7758,490.9514668785489,632.859200345251,179
0.45,6,0.15,-30.39470719139979,30.57397726884532,24.606464,-0.9941,-1.2352,84.29,-0.3525,0.7968,492.93210487957265,618.6118068376622,180
0.45,7,0.01,-29.64704524249922,10.615303524792367,8.823526,-2.7929,-3.36,72.83,-0.3582,0.593,178.64802776002207,301.2362068976577,181
0.45,7,0.02,-29.998591529628893,11.491270153906541,9.468768,-2.6106,-3.1682,73.6,-0.359,0.6156,198.6641592834453,322.70595441786315,182
0.45,7,0.03,-32.209293787540375,12.71355531715984,10.451579,-2.5335,-3.0818,76.2,-0.3693,0.6233,220.39269423653045,353.5755677548522,183
0.45,7,0.04,-34.53420310019298,14.039613908206785,11.672679,-2.4598,-2.9585,78.63,-0.3805,0.6276,240.63414292340983,383.430331932938,184
0.45,7,0.05,-35.38202612449325,16.442652546457204,13.772031,-2.1518,-2.5691,79.78,-0.3858,0.6513,273.30029047309586,419.602160400564,185
0.45,7,0.06,-38.18489779492273,17.62146328272096,14.948309,-2.167,-2.5545,82.19,-0.3995,0.6502,293.5079081490662,451.39942998362767,186
0.45,7,0.07,-42.049052840283494,18.858527024261473,15.899592,-2.2297,-2.6447,84.92,-0.4184,0.6489,321.33605842371713,495.20555469187354,187
0.45,7,0.08,-41.6609315694922,20.064532393405706,16.774394,-2.0763,-2.4836,84.87,-0.4175,0.6686,347.5566048781306,519.8212504948403,188
0.45,7,0.09,-42.97832866983274,21.195524259606717,17.620652,-2.0277,-2.4391,85.86,-0.4243,0.6739,367.2071945317375,544.9191726030301,189
0.45,7,0.1,-44.48048146698227,22.6277896086206,18.938609,-1.9657,-2.3487,86.71,-0.4334,0.6837,397.4702196264606,581.3934802954905,190
0.45,7,0.11,-42.79165968175608,24.265965731790757,20.36941,-1.7634,-2.1008,86.09,-0.4272,0.7014,415.68270583659927,592.6228224571939,191
0.45,7,0.12,-43.07291490873594,25.765500848600354,21.760036,-1.6717,-1.9795,86.83,-0.4284,0.7088,433.498624788204,611.6017094505169,192
0.45,7,0.13,-41.555529920321,27.445315453381824,23.183466,-1.5141,-1.7925,86.98,-0.4201,0.7244,451.72946029246475,623.5582784550619,193
0.45,7,0.14,-43.29973553785878,28.195914324571902,23.811354,-1.5357,-1.8184,88.95,-0.4247,0.7165,452.59981861972517,631.6407885818237,194
0.45,7,0.15,-45.353521950765156,29.963568649455407,25.659628,-1.5136,-1.7675,89.83,-0.4387,0.7133,466.5532719621783,654.0864857427232,195
0.45,8,0.01,-30.008783087986483,10.87950930099703,8.827483,-2.7583,-3.3995,73.82,-0.3573,0.5869,176.2907936503898,300.37473006976245,196
0.45,8,0.02,-29.73412586216589,12.05104675025921,9.410201,-2.4673,-3.1598,73.72,-0.3563,0.6152,196.59077428567628,319.53902487447334,197
0.45,8,0.03,-31.942072552563033,12.757069150021804,10.180387,-2.5039,-3.1376,76.08,-0.3673,0.6173,213.0240574171407,345.1019923368657,198
0.45,8,0.04,-35.82046974678614,13.884127140404235,11.609163,-2.58,-3.0855,79.84,-0.3858,0.606,227.85235717324238,375.96715668177876,199
0.45,8,0.05,-38.44411944190072,15.452037159112441,13.210448,-2.488,-2.9101,82.16,-0.3987,0.6113,249.9956691369805,408.9590519086494,200
0.45,8,0.06,-39.46727610180336,17.010562596540684,14.589063,-2.3202,-2.7053,82.99,-0.4051,0.6313,279.42937041934795,442.6234247768047,201
0.45,8,0.07,-42.80445876621187,18.46670427817415,15.908499,-2.3179,-2.6907,85.44,-0.421,0.6312,302.87273326752313,479.86577308654216,202
0.45,8,0.08,-42.92393882755494,20.173609522579085,17.380721,-2.1277,-2.4696,85.76,-0.4229,0.6519,332.393806079685,509.880886469813,203
0.45,8,0.09,-39.87944535172655,21.389060305923483,18.170482,-1.8645,-2.1947,84.3,-0.4088,0.6891,365.4174020191917,530.3157435132357,204
0.45,8,0.1,-45.12251323152924,23.303900440208896,19.946568,-1.9363,-2.2622,87.42,-0.4357,0.6751,387.6562092665021,574.2342203270318,205
0.45,8,0.11,-44.655000649107976,24.510802082325984,20.880962,-1.8218,-2.1386,87.26,-0.4354,0.6905,411.88504770351744,596.5299313399082,206
0.45,8,0.12,-53.65146345704361,25.484943638901463,22.107596,-2.1052,-2.4268,90.98,-0.4779,0.6466,405.87402270069754,627.7185660429176,207
0.45,8,0.13,-54.69675962853374,27.565436903011715,23.766464,-1.9843,-2.3014,91.55,-0.4849,0.6549,429.1766903130158,655.3434503643341,208
0.45,8,0.14,-43.662961326305286,28.106111551498763,23.778187,-1.5535,-1.8363,87.23,-0.4355,0.7168,456.87509756100565,637.4179773308871,209
0.45,8,0.15,-46.30919649464804,29.757299288154783,25.465004,-1.5562,-1.8185,88.79,-0.4499,0.708,464.3708186779087,655.8556708502232,210
0.45,9,0.01,-30.112713229796505,10.721637594385367,8.933667,-2.8086,-3.3707,74.35,-0.3556,0.5806,172.38029372286067,296.8939730301939,211
0.45,9,0.02,-32.1821666201273,11.494084346335024,9.613041,-2.7999,-3.3478,76.49,-0.3662,0.5831,186.1364144174365,319.20711925145497,212
0.45,9,0.03,-34.406517031698286,12.6765966559303,10.766438,-2.7142,-3.1957,78.71,-0.3773,0.5902,204.92710825434747,347.195325504465,213
0.45,9,0.04,-37.05118714007489,14.538969630711465,12.545025,-2.5484,-2.9535,81.23,-0.3905,0.598,227.92784454709096,381.13156280089265,214
0.45,9,0.05,-38.162341401884056,15.54941974859633,13.397044,-2.4543,-2.8486,82.26,-0.3961,0.61,246.82261519153693,404.62086813107334,215
0.45,9,0.06,-42.617652398645475,17.190617867793236,15.225388,-2.4791,-2.7991,85.42,-0.4181,0.5942,258.084238813471,434.3048491285051,216
0.45,9,0.07,-45.31152221266511,18.54123231853881,16.415824,-2.4438,-2.7602,86.83,-0.4328,0.6053,287.2728783002469,474.6324264970605,217
0.45,9,0.08,-49.6897492473573,19.58488305393396,17.519687,-2.5371,-2.8362,89.08,-0.4533,0.5951,301.9471372619036,507.4103067688334,218
0.45,9,0.09,-51.618940485578946,20.544000919190065,18.245165,-2.5126,-2.8292,89.97,-0.4628,0.6041,325.72927095919397,539.1694931257545,219
0.45,9,0.1,-51.818073812375246,21.593020615499903,19.000744,-2.3998,-2.7272,90.13,-0.4647,0.6235,354.83313107978927,569.0967537484203,220
0.45,9,0.11,-47.89143476518823,23.386932762608456,20.529712,-2.0478,-2.3328,88.64,-0.4492,0.6609,385.99285996327455,584.0201418098069,221
0.45,9,0.12,-52.32169233905639,25.19907994980671,22.062448,-2.0763,-2.3715,90.73,-0.4705,0.6526,406.34590191900514,622.6919472257383,222
0.45,9,0.13,-56.17357109600722,26.27473986561735,23.043525,-2.1379,-2.4377,92.17,-0.4884,0.6413,415.258280475636,647.5315387376977,223
0.45,9,0.14,-53.90292784277444,28.288667261288484,24.450526,-1.9055,-2.2046,91.58,-0.4812,0.6673,447.1249056155216,670.0092342352475,224
0.45,9,0.15,-59.01730415789858,29.050345596324302,25.351322,-2.0316,-2.328,93.3,-0.5036,0.6486,450.5214924460658,694.5533612259479,225
0.45,10,0.01,-32.46299174305937,11.200977901508578,9.285807,-2.8982,-3.496,76.54,-0.3683,0.5672,175.9265077307881,310.1584021604224,226
0.45,10,0.02,-32.60345335224611,11.891853314322786,9.843632,-2.7417,-3.3121,76.83,-0.369,0.5863,191.04935396207202,325.8620459979468,227
0.45,10,0.03,-34.086449871291116,12.58880728048917,10.422075,-2.7077,-3.2706,78.3,-0.3763,0.5908,203.4887741374175,344.4335390814069,228
0.45,10,0.04,-34.27800368226886,13.538465428477913,11.235168,-2.5319,-3.051,78.65,-0.3775,0.6117,223.23631647470853,364.9731412244075,229
0.45,10,0.05,-33.388422388921214,14.819800041332313,12.193063,-2.253,-2.7383,78.13,-0.3736,0.6457,251.60898303809205,389.6674597414885,230
0.45,10,0.06,-34.27688698277272,16.198499064379597,13.343732,-2.1161,-2.5688,79.11,-0.3788,0.6602,275.42529939703047,417.15750668293987,231
0.45,10,0.07,-40.5367068453122,17.665857377888564,14.965184,-2.2946,-2.7087,84.16,-0.4087,0.6343,290.722305123253,458.33837072966304,232
0.45,10,0.08,-42.23121514480893,18.922307623146825,16.04641,-2.2318,-2.6318,85.41,-0.4174,0.6439,315.7759326850313,490.39865562507464,233
0.45,10,0.09,-45.19923641654305,20.520910107327207,17.616282,-2.2026,-2.5658,87.26,-0.4325,0.6442,338.38843893786714,525.2836942792874,234
0.45,10,0.1,-43.904424845692816,21.26743252653155,18.102501,-2.0644,-2.4253,86.6,-0.4276,0.665,360.3944604232263,541.9357726820036,235
0.45,10,0.11,-46.07870978330521,23.28585535017826,20.104745,-1.9788,-2.2919,88.24,-0.4384,0.667,381.70105996523773,572.2328678787458,236
0.45,10,0.12,-47.06992201922792,24.255431519770575,20.838531,-1.9406,-2.2588,89.15,-0.4424,0.6734,401.2370479146756,595.8674397560862,237
0.45,10,0.13,-48.338727103573405,25.893380489294266,22.309814,-1.8668,-2.1667,89.85,-0.4504,0.6764,417.77984822654514,617.6566483929082,238
0.45,10,0.14,-49.55228296738887,27.137494336769052,23.263268,-1.826,-2.1301,90.36,-0.458,0.6783,432.0896473377565,636.9844046870389,239
0.45,10,0.15,-47.2520576153843,28.039869107384476,23.977872,-1.6852,-1.9707,88.95,-0.4516,0.7009,457.8340812876542,653.2175893639653,240
0.5,3,0.01,-24.03635323287733,11.425777681469878,8.93277,-2.1037,-2.6908,66.23,-0.3305,0.6856,216.70675469719268,316.09516766805854,241
0.5,3,0.02,-25.487118041008433,13.735553009362503,10.781839,-1.8556,-2.3639,69.37,-0.335,0.7098,257.79994677678775,363.18715708921144,242
0.5,3,0.03,-25.93407151523654,17.913076438823662,14.139244,-1.4478,-1.8342,73.02,-0.3302,0.747,316.59077923577775,423.8261066916367,243
0.5,3,0.04,-28.97692814051689,21.78255371645938,17.186273,-1.3303,-1.6861,78.43,-0.3439,0.7573,373.8082652933989,493.62556339823465,244
0.5,3,0.05,-26.842663009998745,22.264190789865758,15.66481,-1.2056,-1.7136,78.5,-0.3236,0.7843,403.6691531643402,514.6614343406048,245
0.5,3,0.06,-19.894195680292963,24.656417726382404,17.133339,-0.8069,-1.1611,74.18,-0.276,0.8487,461.58610908664474,543.8470293202372,246
0.5,3,0.07,-11.095932636683658,25.700702015069332,17.854684,-0.4317,-0.6215,62.91,-0.2128,0.912,475.7780837682754,521.6588845913881,247
0.5,3,0.08,-9.598352497843827,26.367262786960755,18.519845,-0.364,-0.5183,64.13,-0.1908,0.9226,472.78592943360974,512.4743552381861,248
0.5,3,0.09,-15.287171340005806,27.49513466613742,20.279586,-0.556,-0.7538,71.24,-0.2437,0.8799,463.3011435718809,526.5123837952383,249
0.5,3,0.1,-10.793447158876543,26.73812919259738,19.849977,-0.4037,-0.5438,69.1,-0.1939,0.9053,426.79023776951936,471.42028514868343,250
0.5,3,0.11,-5.68226689078419,26.436040746457955,19.130077,-0.2149,-0.297,62.33,-0.1407,0.9476,424.55974227387185,448.05546489370175,251
0.5,3,0.12,-7.312237860544041,25.767987730590704,18.938138,-0.2838,-0.3861,60.68,-0.1664,0.9253,374.26537064882933,404.50089386584074,252
0.5,3,0.13,2.498973673825351,26.607459563458757,17.98816,0.0939,0.1389,52.58,-0.0191,1.0289,367.4864997248884,357.1534419148645,253
0.5,3,0.14,-2.720117732170641,25.67301633861988,18.231966,-0.106,-0.1492,51.9,-0.1124,0.9672,331.9890039030969,343.23647484326284,254
0.5,3,0.15,1.4623755502899025,26.216206462606095,18.054484,0.0558,0.081,51.82,-0.0373,1.0183,336.4635588039833,330.4167519650862,255
0.5,4,0.01,-26.64455830688237,11.561343661719151,9.060339,-2.3046,-2.9408,70.0,-0.3416,0.6537,207.929379865932,318.1025138174059,256
0.5,4,0.02,-29.851570020723262,13.962911888476508,11.188241,-2.1379,-2.6681,74.26,-0.3575,0.6648,244.84396836809296,368.2778412315598,257
0.5,4,0.03,-32.66125606673957,16.145258658639467,12.96678,-2.023,-2.5188,79.06,-0.3646,0.6782,284.62799991031613,419.6797015831043,258
0.5,4,0.04,-35.70429008520558,19.362956667709447,15.763855,-1.8439,-2.2649,83.78,-0.3745,0.6877,325.06577433054883,472.70018015905765,259
0.5,4,0.05,-34.872430940723035,22.01733608539481,18.071326,-1.5839,-1.9297,85.17,-0.3666,0.7163,364.1110738253514,508.30580811199184,260
0.5,4,0.06,-39.0177301690462,25.020703503531905,20.479391,-1.5594,-1.9052,88.13,-0.3914,0.7163,407.30189310500265,568.6371107087572,261
0.5,4,0.07,-41.32727592461761,25.7436354348911,21.439115,-1.6053,-1.9277,89.03,-0.4057,0.7077,413.7642177783549,584.6492237841151,262
0.5,4,0.08,-35.688636868317914,28.183500212707568,23.366031,-1.2663,-1.5274,85.92,-0.3826,0.7536,451.3090445342387,598.8787255532357,263
0.5,4,0.09,-33.85789605057726,28.652633362633306,23.500347,-1.1817,-1.4407,83.73,-0.3788,0.763,450.811346770765,590.8110598052948,264
0.5,4,0.1,-33.39309394949446,29.33932211280974,23.449676,-1.1382,-1.424,88.07,-0.3578,0.7616,441.07660982845306,579.1544030640611,265
0.5,4,0.11,-31.341071710848496,30.01941594122422,23.857097,-1.044,-1.3137,87.73,-0.3447,0.7656,423.386305025147,552.9791491628619,266
0.5,4,0.12,-19.193859254607016,30.339596183829464,22.536474,-0.6326,-0.8517,82.29,-0.2582,0.842,422.89298557471204,502.258070270349,267
0.5,4,0.13,-14.29611466301546,29.7908509290316,21.520999,-0.4799,-0.6643,77.09,-0.2223,0.8747,412.555970686488,471.6692702057822,268
0.5,4,0.14,-12.803974740394409,29.338114408391924,21.445141,-0.4364,-0.5971,75.7,-0.2085,0.8807,390.9381424883178,443.88156185137717,269
0.5,4,0.15,-4.42772477084821,29.017900596928698,20.609811,-0.1526,-0.2148,69.27,-0.1201,0.9528,369.79100249600646,388.09929301673594,270
0.5,5,0.01,-22.956733603773312,10.834497378614094,8.503545,-2.1189,-2.6997,64.34,-0.3262,0.6808,202.44191498641345,297.36618647503167,271
0.5,5,0.02,-22.03493314643061,11.872201128940347,9.277432,-1.856,-2.3751,63.8,-0.319,0.7138,227.28006722367354,318.39276697994615,272
0.5,5,0.03,-22.131079732717186,13.644705944878089,10.709233,-1.622,-2.0665,65.88,-0.3128,0.743,264.54161608681625,356.0518743467024,273
0.5,5,0.04,-26.304822752806324,16.21787335414032,13.208855,-1.622,-1.9915,72.89,-0.3314,0.732,297.1148465369197,405.88320093542836,274
0.5,5,0.05,-25.885901928213816,17.73117739758187,14.274304,-1.4599,-1.8135,73.41,-0.3274,0.7537,327.60624046506354,434.64239050156664,275
0.5,5,0.06,-25.057430905603713,19.559763994779555,15.509311,-1.2811,-1.6156,74.09,-0.3195,0.7779,362.8378699932941,466.448358102973,276
0.5,5,0.07,-30.500362313108447,21.071449044017044,17.036963,-1.4475,-1.7902,78.08,-0.3579,0.7523,382.952902733081,509.06948023410877,277
0.5,5,0.08,-31.696110698878165,22.41688100889782,18.121953,-1.4139,-1.749,80.89,-0.3587,0.7546,402.98465094973847,534.0455531252585,278
0.5,5,0.09,-27.786032131874556,24.00231566157897,19.028655,-1.1576,-1.4602,79.47,-0.3328,0.792,437.4520860816814,552.3451237063373,279
0.5,5,0.1,-31.068797191948995,26.14923309288525,21.020099,-1.1881,-1.4781,84.14,-0.3474,0.779,452.8868302333656,581.3538408445197,280
0.5,5,0.11,-28.469081602451045,26.9495281489206,21.516957,-1.0564,-1.3231,82.05,-0.3354,0.793,451.1026584588798,568.8200514340941,281
0.5,5,0.12,-30.866836848265955,28.790033783810955,23.563194,-1.0721,-1.31,85.01,-0.3489,0.7812,455.60501262127764,583.2369332399012,282
0.5,5,0.13,-28.856122166212273,28.83283006632307,23.433421,-1.0008,-1.2314,82.61,-0.3418,0.7869,440.52216722804627,559.8399422169081,283
0.5,5,0.14,-26.166833876823535,30.604519285798293,24.687779,-0.855,-1.0599,83.62,-0.319,0.8064,450.77984100276467,558.9776223505828,284
0.5,5,0.15,-22.536430524658474,30.804221242214336,24.681134,-0.7316,-0.9131,82.74,-0.2901,0.825,439.4407842920321,532.6271359058976,285
0.5,6,0.01,-23.467425513941343,10.805709576493976,8.474182,-2.1718,-2.7693,66.38,-0.3222,0.6715,198.3507725116473,295.38671451770637,286
0.5,6,0.02,-23.753850502225664,11.824831455821228,9.251752,-2.0088,-2.5675,67.21,-0.3229,0.6925,221.17031560091948,319.39060220139226,287
0.5,6,0.03,-23.771751402117243,13.176928933949178,10.20986,-1.804,-2.3283,68.95,-0.3169,0.7168,248.80707853268493,347.10138393350303,288
0.5,6,0.04,-25.382445033095426,15.337093352078071,11.696024,-1.655,-2.1702,70.37,-0.3316,0.728,280.97491512344897,385.92931085553397,289
0.5,6,0.05,-27.353868426676947,16.53935469956599,13.238915,-1.6539,-2.0662,73.41,-0.3403,0.7326,309.8169842393651,422.9230592417357,290
0.5,6,0.06,-27.1241788115052,19.26679658553035,15.430601,-1.4078,-1.7578,74.76,-0.3369,0.757,349.39318217100055,461.54950884397056,291
0.5,6,0.07,-30.809225266365342,20.58568015643915,16.695236,-1.4966,-1.8454,78.3,-0.3588,0.7451,372.4067809553476,499.8004822551598,292
0.5,6,0.08,-29.62362864248322,22.591451359071257,17.924571,-1.3113,-1.6527,78.25,-0.3521,0.7702,410.5527107312674,533.0440640862972,293
0.5,6,0.09,-30.63468079358903,23.203112769095817,18.817212,-1.3203,-1.628,80.15,-0.3542,0.7717,428.25568937100974,554.927663128628,294
0.5,6,0.1,-29.46507247214214,24.594623102293482,19.430547,-1.198,-1.5164,82.14,-0.3382,0.7877,451.950536362283,573.7862725367755,295
0.5,6,0.11,-25.12016985225009,25.862305721791305,20.380381,-0.9713,-1.2326,79.97,-0.3104,0.8214,477.5601085640965,581.4300172388765,296
0.5,6,0.12,-30.80664960205069,26.816291211039484,21.731644,-1.1488,-1.4176,83.93,-0.3477,0.7866,469.62087427701766,597.0039254093066,297
0.5,6,0.13,-24.752073856137986,28.609841584848304,23.226058,-0.8652,-1.0657,80.21,-0.3138,0.8216,471.2747427456515,573.622603690476,298
0.5,6,0.14,-29.845546293568674,29.82601571892459,24.438489,-1.0007,-1.2213,82.84,-0.3519,0.7906,465.87255278369497,589.2815180134511,299
0.5,6,0.15,-26.202865300885936,30.268691317247825,24.535491,-0.8657,-1.068,80.21,-0.3319,0.8107,464.13101025420656,572.4777786808858,300
0.5,7,0.01,-29.417288882071514,10.3250860539516,8.471829,-2.8491,-3.4724,71.86,-0.3604,0.6022,184.1593229565515,305.79747777845034,301
0.5,7,0.02,-29.40091153217056,11.349450864400968,9.204337,-2.5905,-3.1942,72.4,-0.3587,0.6306,207.55489349519482,329.12532927504293,302
0.5,7,0.03,-31.363576374817033,12.547200161549272,10.193185,-2.4996,-3.0769,74.78,-0.3679,0.6387,229.2356374133112,358.92153655045144,303
0.5,7,0.04,-32.41186988604605,14.519252378036947,11.830874,-2.2323,-2.7396,76.08,-0.3741,0.6604,260.65747019260533,394.6779798007799,304
0.5,7,0.05,-29.334678818787772,17.445268905605868,13.888279,-1.6815,-2.1122,75.25,-0.3531,0.7168,306.96832489259197,428.26489365916683,305
0.5,7,0.06,-30.75749337311263,18.70550507281243,15.173759,-1.6443,-2.027,78.26,-0.355,0.7231,332.17089031967384,459.3506843465919,306
0.5,7,0.07,-35.305921259837326,19.858688613431248,16.138977,-1.7779,-2.1876,81.74,-0.3812,0.7057,350.03563595408804,496.0228183062725,307
0.5,7,0.08,-36.09694910581893,20.491827263657576,16.741152,-1.7615,-2.1562,82.04,-0.3874,0.7096,364.6426524661689,513.9006721814995,308
0.5,7,0.09,-39.465756134384726,21.84547258365459,17.952107,-1.8066,-2.1984,85.11,-0.4023,0.7015,383.4318245243955,546.6195939372085,309
0.5,7,0.1,-44.08379526301415,22.637697205458192,19.069088,-1.9474,-2.3118,87.6,-0.4262,0.6805,388.2446444134466,570.5276391121004,310
0.5,7,0.11,-43.1255977539317,25.07798209760107,20.888865,-1.7197,-2.0645,88.24,-0.4206,0.7025,421.15054891231034,599.4714729583295,311
0.5,7,0.12,-43.374004332028235,25.499712182487887,21.56876,-1.701,-2.011,86.71,-0.4307,0.6997,417.8144863612014,597.162551892842,312
0.5,7,0.13,-40.404925732601,26.543572692418227,22.294477,-1.5222,-1.8123,87.27,-0.4083,0.7183,426.0033241457272,593.0744853098948,313
0.5,7,0.14,-46.42168188832409,27.108298905179286,23.114395,-1.7125,-2.0083,89.31,-0.4422,0.6871,421.4875413149935,613.4375116627461,314
0.5,7,0.15,-48.572442080824416,28.930924445583532,25.036339,-1.6789,-1.9401,89.43,-0.46,0.6773,421.5934740323555,622.4366670808438,315
0.5,8,0.01,-30.76967901686889,10.491569354412395,8.482029,-2.9328,-3.6276,73.98,-0.3636,0.5771,173.65528346434314,300.8854641610788,316
0.5,8,0.02,-29.208613410878918,12.273721394370678,9.217939,-2.3798,-3.1687,72.59,-0.3568,0.6244,200.7506428114522,321.52594112151496,317
0.5,8,0.03,-30.820940616971594,12.660248038584875,9.93178,-2.4345,-3.1033,74.31,-0.365,0.6345,221.26047899364085,348.7026223384202,318
0.5,8,0.04,-33.22432195770449,13.996408397991331,11.314648,-2.3738,-2.9364,77.0,-0.3765,0.6391,243.3185608185769,380.698495262736,319
0.5,8,0.05,-36.604748862498326,15.55674513724608,13.112081,-2.353,-2.7917,80.23,-0.3928,0.6375,266.18102010908524,417.5387515167172,320
0.5,8,0.06,-38.700048928280836,17.34656913748898,14.858662,-2.231,-2.6045,81.89,-0.4047,0.6487,295.46121776071175,455.48284864669836,321
0.5,8,0.07,-40.21853266729151,18.55991503776401,15.919727,-2.167,-2.5263,83.2,-0.4122,0.6536,313.7215816329708,480.02202226518415,322
0.5,8,0.08,-37.84229704032123,20.228424982894186,17.23734,-1.8707,-2.1954,82.7,-0.3984,0.6863,342.2826241081863,498.7575190130066,323
0.5,8,0.09,-38.01952138452804,22.211921277764564,18.775325,-1.7117,-2.025,84.81,-0.3933,0.7074,380.08686230072976,537.294565803421,324
0.5,8,0.1,-40.31773263438518,23.6746572499786,20.152234,-1.703,-2.0007,86.89,-0.404,0.7041,396.6763063353909,563.3869309585233,325
0.5,8,0.11,-40.828085892201806,24.45500561396353,20.769074,-1.6695,-1.9658,85.97,-0.4136,0.705,403.42307470161825,572.2439695415956,326
0.5,8,0.12,-48.45991929166933,25.102182363733117,21.705567,-1.9305,-2.2326,88.47,-0.4567,0.6605,389.8510680231067,590.2289882688189,327
0.5,8,0.13,-54.76199106116102,27.119780125169235,23.859718,-2.0193,-2.2952,91.39,-0.4857,0.6373,397.80262363774096,624.239110485875,328
0.5,8,0.14,-50.759062391074174,27.376648203903613,23.882044,-1.8541,-2.1254,90.12,-0.4677,0.6572,402.3051141179618,612.1898086080382,329
0.5,8,0.15,-47.390843619000485,27.452042118054994,23.799774,-1.7263,-1.9912,88.97,-0.4516,0.6724,402.1906605755312,598.1480377620333,330
0.5,9,0.01,-30.37812331273988,10.528478369056009,8.633682,-2.8853,-3.5186,73.73,-0.3611,0.5821,174.99347184131747,300.60460077732927,331
0.5,9,0.02,-32.09239621738884,11.520287360199662,9.492519,-2.7857,-3.3808,75.62,-0.3696,0.593,193.36779868125603,326.06731002458605,332
0.5,9,0.03,-33.01513718316687,12.3365891449263,10.295425,-2.6762,-3.2068,76.69,-0.374,0.6095,213.08371048438826,349.59868248780043,333
0.5,9,0.04,-35.58906717460451,14.55919155688124,12.404727,-2.4444,-2.869,79.26,-0.3875,0.6225,242.6211465283339,389.7791147661827,334
0.5,9,0.05,-36.7934066228898,15.645179988291616,13.319349,-2.3517,-2.7624,80.4,-0.3937,0.6326,261.9438048552874,414.0816211292999,335
0.5,9,0.06,-42.44356588347975,18.046319571977904,16.029365,-2.3519,-2.6479,84.75,-0.4213,0.614,279.1686088439897,454.66938523520355,336
0.5,9,0.07,-45.996947268014594,19.346312547021714,16.974125,-2.3776,-2.7098,86.89,-0.4385,0.6128,301.06317333385107,491.25689973572094,337
0.5,9,0.08,-48.0533649674644,20.96844803190539,18.41757,-2.2917,-2.6091,88.3,-0.4481,0.6247,330.7715461138513,529.4683964951922,338
0.5,9,0.09,-51.03491881452078,21.55360397725565,19.004516,-2.3678,-2.6854,89.56,-0.4625,0.6172,340.2953437931405,551.3206827008017,339
0.5,9,0.1,-52.4848980262009,23.27790990997345,20.298212,-2.2547,-2.5857,90.2,-0.4711,0.6348,377.2548053528854,594.2756932231289,340
0.5,9,0.11,-46.36276800587048,24.930846955344457,21.64837,-1.8597,-2.1416,87.61,-0.4467,0.6762,400.35640009898367,592.0627662184958,341
0.5,9,0.12,-49.18326959824426,26.19216353579546,22.882003,-1.8778,-2.1494,89.09,-0.4606,0.671,414.85769848175283,618.2266148363977,342
0.5,9,0.13,-55.762072503418395,27.277383273595778,24.132797,-2.0443,-2.3106,91.76,-0.49,0.6426,414.4789911881378,645.050735428463,343
0.5,9,0.14,-50.135479459202315,27.7738807669786,24.315455,-1.8051,-2.0619,89.88,-0.4657,0.6683,417.63338493459014,624.9396134920855,344
0.5,9,0.15,-53.032358818426204,28.89644316567821,25.192723,-1.8353,-2.1051,90.94,-0.4806,0.6622,429.9588838319972,649.243478628823,345
0.5,10,0.01,-34.025867450477534,10.869449945426629,9.084892,-3.1304,-3.7453,77.01,-0.3802,0.5502,172.08260663021068,312.7768680722646,346
0.5,10,0.02,-33.18336499360856,11.710954317051648,9.734528,-2.8335,-3.4088,76.33,-0.3766,0.5833,192.09677609436437,329.3073567425394,347
0.5,10,0.03,-34.77013060592034,12.589825296290563,10.432753,-2.7618,-3.3328,77.95,-0.3842,0.5921,208.7085842022832,352.4803147235887,348
0.5,10,0.04,-34.86167815537704,13.701650011591,11.426272,-2.5443,-3.051,78.25,-0.3848,0.6151,230.35315333147065,374.50342570410106,349
0.5,10,0.05,-32.393281214001675,14.845597745470576,12.015848,-2.182,-2.6959,76.13,-0.3741,0.6594,259.30137839042123,393.2450253149837,350
0.5,10,0.06,-32.144650025499196,16.438634219544927,13.305378,-1.9554,-2.4159,76.13,-0.3742,0.6822,285.29233107366736,418.2079077664061,351
0.5,10,0.07,-39.85171514150678,17.791616592788166,15.197199,-2.2399,-2.6223,82.69,-0.4107,0.6389,291.6122709798857,456.39595025548124,352
0.5,10,0.08,-39.31707136457398,19.306701314483906,16.352076,-2.0364,-2.4044,82.92,-0.4076,0.6669,325.4389856321772,488.01195532220135,353
0.5,10,0.09,-45.54512132965925,21.207470091237703,18.442523,-2.1476,-2.4696,86.96,-0.4376,0.6432,339.44958527720684,527.7750472831789,354
0.5,10,0.1,-44.53861874782173,22.332639962606176,19.266626,-1.9943,-2.3117,86.35,-0.4353,0.6664,367.8991358147362,552.0627895259673,355
0.5,10,0.11,-47.992524233625964,24.1986083807567,21.066151,-1.9833,-2.2782,88.4,-0.4523,0.6595,384.344956285785,582.7902350613335,356
